PoS-tag n-grams	1939_DWF	1939_DNS	1939_NWF	1939_NNS	1939_OFL	1980_NWF	1980_DWF	1980_NNS	1980_OFL	1980_DNS	DEU	NDL
('PROPN', 'INTJ')	0.00004844008779783800	0.00002049209194033364	0.00059257870915647580	0.00019503381912461859	0.00000000000000000000	0.00000000000000000000	0.00006131586741684443	0.00010640420467153061	0.00023028372301927541	0.00000000000000000000	0.00007853532696994440	0.00020974020704290445
('DET', 'INTJ')	0.00000000000000000000	0.00006660726083344160	0.00000000000000000000	0.00000000000000000000	0.00078710839580583560	0.00000000000000000000	0.00006643346428716680	0.00003842833418085515	0.00018712789364675240	0.00106154790213864605	0.00000274484222454904	0.00003246367455505127
('AUX', 'INTJ')	0.00000000000000000000	0.00005756875608749645	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00004306390760264320	0.00004982050086487872	0.00016173492096387474	0.00000000000000000000	0.00001067567075209541	0.00000000000000000000
('DET', 'SCONJ')	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00054656964181800706	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00001311681483054370	0.00015513460265556770
('SCONJ', 'INTJ')	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00020788661533252463	0.00033743664472024322	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
('PRON', 'VERB', 'ADV')	0.01859148202991364046	0.02230428658236427789	0.02340392720874313187	0.03337175022828166304	0.02973351635327445633	0.02724500354627392915	0.01566454928940327548	0.02865847093951229621	0.01951921411008622487	0.02794109241297050572	0.00314877489455360525	0.00939927046040827524
('VERB', 'ADV', 'ADJ')	0.00433609384805003391	0.00543809025115868545	0.00764483582176709708	0.00787944102612206029	0.00441207016855040338	0.00707466942914295426	0.00357006007060818847	0.00769845199747683315	0.00373966251641838889	0.00776141455915847333	0.00219551289652112442	0.00412998247502787894
('ADV', 'ADJ', 'ADP')	0.00316573223419582125	0.00694776903730124577	0.01368023252316217381	0.01282340402290452902	0.00364475361749815908	0.01424968877926665982	0.00262290127636519979	0.01466639395139746928	0.00460616968485679564	0.00232842436774754200	0.00286379972882600062	0.00628991583840452818
('ADJ', 'ADP', 'DET')	0.00452795640769826542	0.00910677203253737987	0.01770383032409222554	0.01127841558641000733	0.00652219068394407474	0.01655773696182393645	0.00517294418394247720	0.01382349774729416635	0.00679524042617487677	0.00310456582366338933	0.00719662636830416085	0.01642498777424880596
('ADP', 'DET', 'NOUN')	0.13645265242182230692	0.16035061343565817915	0.17837950250789894047	0.14383842343763994509	0.11720760317323028477	0.20466366384024189951	0.15941411090797380501	0.20131171008000550704	0.21056124193053293858	0.18705009087571922155	0.22258366623953787511	0.22783736653903799430
('DET', 'NOUN', 'CCONJ')	0.03489979960001332593	0.03076173440580808396	0.03051228332371955232	0.02224783348552111101	0.02666425014906548263	0.02990427645226383449	0.03645347051689041412	0.02840560207828130707	0.02882276476068806881	0.02561266804522296242	0.01644627805026564402	0.01478723610311706051
('NOUN', 'CCONJ', 'ADP')	0.00393318247278874773	0.00334401967683190795	0.00583421681134857397	0.00262648034204068662	0.00115097482657836600	0.00476662124658567849	0.00323005434959788493	0.00457973604229461231	0.00574631069595996340	0.00853755601507432023	0.00227177385636372292	0.00313309015346942537
('CCONJ', 'ADP', 'DET')	0.00700298342716045279	0.00936650171617480973	0.01019311442902279610	0.00633445258962753860	0.00383658275526122016	0.00923219273022910306	0.00633867808454923257	0.00845705858116980493	0.01231352291991420593	0.01086598038282186353	0.00359831318415208042	0.00541170117417446184
('DET', 'NOUN', 'PUNCT')	0.10677151444424087812	0.12587149793278940013	0.11675139619032030847	0.10305072871418459457	0.12737454747467250038	0.09493102524779055418	0.13374367897169589514	0.09873124204063353504	0.12308962355869794425	0.11642121838737709560	0.06328656233253533714	0.07244084203324761828
('PRON', 'AUX', 'PRON')	0.02645784697549113593	0.02952801840853029255	0.02554984603590582451	0.03074526988624097859	0.03030900376656363998	0.01801281081604482609	0.02783189687698628748	0.02230865286860074861	0.02202752433451319117	0.02406038513339126689	0.00136065607298109905	0.00522181692244904228
('AUX', 'PRON', 'ADV')	0.02114325407323511957	0.03498234176491631792	0.02997580361692888176	0.03167226294813769299	0.03568021962392935176	0.02212715757625562107	0.02120178531728536542	0.03351917238317467934	0.04195718920859655560	0.03803093133987651975	0.00654238760754923768	0.00745295688022272387
('PRON', 'ADV', 'ADV')	0.01707576780869261152	0.03358629471536513089	0.03493824090474260957	0.04480466465834112566	0.02992534549103751870	0.03080742574109059453	0.01632027460849457684	0.03416539280632054087	0.03438665289487152776	0.02949337532480219778	0.00627346738073586343	0.00610003158667910862
('ADV', 'ADV', 'VERB')	0.01082104836416026249	0.01566494654438248257	0.01663087091051087749	0.01776736701968699775	0.01189340654130978218	0.01575493759397792598	0.01051589122839010661	0.01758843412562225220	0.01929118590786559062	0.01397054620648525286	0.00506533322743996182	0.00446227991554736317
('ADV', 'VERB', 'PUNCT')	0.04224813563454059284	0.04395924895563498025	0.04560077507720724371	0.04758564384403126540	0.04201058117011036153	0.03276424920021524245	0.04121355061103466888	0.03166480073414740942	0.04998378192676285192	0.04579234589903499048	0.01444543128807957398	0.00913817961428582334
('VERB', 'PUNCT', 'SCONJ')	0.03246314509248078573	0.02100563816417713031	0.02789694475311502164	0.03352624907193111486	0.02474595877143486930	0.00556942061443168723	0.01908889262243562007	0.00854134820158013522	0.01555152339144720217	0.02250810222155957135	0.01346005941221863067	0.00714439497116891708
('PUNCT', 'SCONJ', 'PRON')	0.05441222191623847765	0.04257943501131113834	0.03440176119795193554	0.04573165772023783660	0.04757362616523912874	0.00878061808581572303	0.03091623448900832766	0.01663315176097184336	0.02558476428915507431	0.04967305317861422931	0.00992596598372347434	0.00638485796426723796
('SCONJ', 'PRON', 'DET')	0.01437050571765254546	0.00946390034753884571	0.00657187640818574989	0.00988792599356493745	0.01477084360775569871	0.00732554423159483166	0.01092875531818833339	0.00913137554445244727	0.00793538143727804367	0.01319440475056940509	0.00335748910043861181	0.00375021397157703938
('PRON', 'DET', 'NOUN')	0.05470001575571082492	0.04223853980153700893	0.02722634511962667911	0.02193883579822220736	0.04603899306313464362	0.03060672589912909192	0.05840812564498431420	0.02899562942115361738	0.03000851141223536203	0.03026951678071804555	0.02106809359019996830	0.01628257458545474129
('DET', 'NOUN', 'ADV')	0.03904403088841512659	0.04934863989111164945	0.03943125844911449934	0.03955170397425974982	0.04488801823655627632	0.04179574208848284289	0.04152927020911566236	0.03762126724314408116	0.06060989615024437588	0.04812077026678253378	0.03545733259207973359	0.02428144868938804726
('NOUN', 'ADV', 'ADV')	0.00617797442067305729	0.01030802181936049319	0.01160137365934831369	0.01158741327370891097	0.00920779861262692803	0.01108866626837299793	0.00677582829727676594	0.01385159428743094369	0.01368169213323800794	0.01164212183873770956	0.00986977369752366565	0.00548290776857149418
('VERB', 'PUNCT', 'CCONJ')	0.02143104791270747031	0.02533987725987673842	0.03842535899888199075	0.04094219356710482316	0.02877437066445915140	0.01465108846318966332	0.01811744770526332524	0.01258724998127598929	0.01103656498747866005	0.02017967785381203152	0.00453953397799888771	0.00529302351684607462
('PUNCT', 'CCONJ', 'ADV')	0.00830764883276842794	0.01709345980438834595	0.02387334695218496991	0.02116634157997494478	0.01592181843433406255	0.00953324249317135698	0.01088018307232971847	0.00831657588048592168	0.01108217062792278551	0.01707511203014864046	0.00347589427493106727	0.00341791653105755471
('CCONJ', 'ADV', 'VERB')	0.00512273034260778311	0.01258065655118800232	0.01421671222995284783	0.01143291443005945915	0.01112608999025753963	0.01149006595229600317	0.00969016304879365478	0.00924376170499955491	0.01080853678525802580	0.01086598038282186353	0.00125830583740287483	0.00227861102070503647
('ADV', 'VERB', 'PRON')	0.03921670719209853495	0.03788806760061006612	0.03212172244409157440	0.02162983811092330025	0.04699813875194994855	0.02042120891958285403	0.03876065219517461913	0.02287058367133628506	0.02955245500779409701	0.03570250697212897645	0.00635374207530702007	0.00911444408282014590
('ADP', 'PART', 'VERB')	0.00199537062034160859	0.00220770231091815296	0.00757777585841826282	0.00633445258962753860	0.00460389930631346402	0.01204199051769013450	0.00099573104010160359	0.01039571985060740167	0.00109453537065904057	0.00077614145591584733	0.00012643264394957115	0.00916191514575150079
('PART', 'VERB', 'PUNCT')	0.02910555029863673079	0.02753134646556755147	0.04238189683646320649	0.03707972247586852066	0.02378681308261956437	0.04465571483643424738	0.02535471233819693027	0.03672217795876722701	0.02307645406472810454	0.03259794114846558538	0.02553136660835625751	0.02421024209499101493
('VERB', 'PUNCT', 'ADV')	0.02810786498846592693	0.02209325621440886775	0.03145112281060323534	0.02240233232917056283	0.03088449117985282363	0.00782729383649858647	0.02355753924142818534	0.01076097487238550018	0.02125222844696303751	0.02406038513339126689	0.00753980068759585453	0.00626618030693885074
('PUNCT', 'ADV', 'PRON')	0.00823090380890913534	0.00803538708753298234	0.00804719560186010173	0.00803393986977151212	0.01035877343920529534	0.00366277211579741583	0.00905872385263166262	0.00370874329805453247	0.01299760752657610693	0.01164212183873770956	0.00206707338520727450	0.00239728867803342370
('ADV', 'PRON', 'DET')	0.00195699810841196229	0.00209407057432677707	0.00154237915702318631	0.00139048959284506944	0.00249377879091979308	0.00055192456539413111	0.00257432903050658487	0.00143292354697561477	0.00186983125820919444	0.00077614145591584733	0.00139075908344528268	0.00130545423061226057
('NOUN', 'ADV', 'PART')	0.00220641943595466326	0.00274339478342035172	0.00355417805748821196	0.00154498843649452148	0.00287743706644591523	0.00346207227383591365	0.00194288983434459249	0.00323110211572932762	0.00314678919064474184	0.00310456582366338933	0.00342772945818837355	0.00244475974096477902
('ADV', 'PART', 'ADV')	0.00341515356173852222	0.00525952609365795253	0.00348711809413937771	0.00478946415313301690	0.00633036154618101324	0.00602099525884506725	0.00267147352222381470	0.00592836996885989700	0.00775295887550153748	0.00543299019141093176	0.00241024770449896732	0.00125798316768090568
('PART', 'ADV', 'VERB')	0.00353027109752746112	0.00361998246569667686	0.00187767897376735714	0.00247198149839123436	0.00287743706644591523	0.00301049762942253362	0.00245289841586004802	0.00275346093340412277	0.00373966251641838889	0.00310456582366338933	0.00146902691065216003	0.00075953700690167890
('PUNCT', 'CCONJ', 'VERB')	0.00729077726663280006	0.00892820787503664781	0.00811425556520893598	0.01050592136816274648	0.00748133637275937968	0.00270944786648028013	0.00536723316737693686	0.00368064675791775599	0.00273633842664760141	0.00232842436774754200	0.00116398307128176624	0.00159028060820039013
('CCONJ', 'VERB', 'PRON')	0.01937504741261140626	0.01828634214140349365	0.00615634807329985302	0.00634088327824821728	0.01015199940665451571	0.00552749221891466868	0.01862333547689768581	0.00913398444896035278	0.00605849284502662025	0.00000000000000000000	0.00114877630489044536	0.00143558170964659974
('VERB', 'PRON', 'PUNCT')	0.02269734080638579829	0.02110303679554116629	0.02514748625581281899	0.01962135314348042309	0.02359498394485650546	0.01881561018389083656	0.01607741337920150226	0.01685792408206605864	0.01276957932435547442	0.01397054620648525286	0.00206506651784299543	0.00341791653105755471
('PRON', 'PUNCT', 'DET')	0.00314654597823099810	0.00206160436387209855	0.00757777585841826282	0.01405939477210014707	0.00556304499512876981	0.00371294707628779148	0.00259861515343589233	0.00075860658369297253	0.00186983125820919444	0.00388070727957923666	0.00058399840300516197	0.00023735531465677464
('PUNCT', 'DET', 'ADJ')	0.00951638295855228647	0.01428513260005863546	0.03238996229748691141	0.04804914037497962087	0.02647242101130242026	0.01786228593457369826	0.01017588550737980220	0.00736129351583551198	0.01235912856035833313	0.00853755601507432023	0.00707420745908314812	0.00894829536256040378
('DET', 'ADJ', 'NOUN')	0.07503744707842337214	0.11205712538432359426	0.08315435455255439090	0.07369594842078867891	0.10224493042771151674	0.11234173653795087588	0.07691415131711655528	0.08400865500896251281	0.10425449405527362212	0.10555523800455524075	0.14346894100493479129	0.13911394992033562779
('ADJ', 'NOUN', 'PUNCT')	0.04267023326576670217	0.06054948249797580812	0.04432663577357939810	0.03877920975601249071	0.04853277185405443367	0.04621113861163589354	0.05155943897891962502	0.04720218742978495724	0.05135195114008665740	0.05665832628185685921	0.04220442067078541970	0.05746372167840513995
('NOUN', 'PUNCT', 'PRON')	0.04631562189908310784	0.03779066896924603014	0.02668986541283600508	0.03800671553776523159	0.04258606858339954865	0.00998481713758473700	0.03737634318820409751	0.01716698602357060247	0.03333772316465661439	0.04113549716353991081	0.01752998642697625384	0.01041989831343240712
('PUNCT', 'PRON', 'PRON')	0.02532585787356657001	0.01848950685393952950	0.01998386907795258668	0.02193883579822220736	0.01515450188328181999	0.00953324249317135698	0.01957461508102176923	0.00368064675791775599	0.01235912856035833313	0.00931369747099016800	0.00367056040926612122	0.00253970186682748881
('PRON', 'PRON', 'ADV')	0.01605889624255698450	0.02171989479418006200	0.01904502959106890714	0.02054834620537713749	0.01995023032735834465	0.01128936611033450055	0.01573740765819119786	0.01699840678274994188	0.01550591775100307497	0.01552282911831694666	0.00248650866434156582	0.00377394950304271682
('PRON', 'ADV', 'VERB')	0.02304269341375261501	0.02064850984917566273	0.01991680911460375417	0.02240233232917056283	0.01668913498538630857	0.01384828909534365458	0.01923460936001146482	0.01716698602357060247	0.01728453772832401480	0.01862739494198033599	0.00236609662248483173	0.00512687479658633250
('VERB', 'PUNCT', 'VERB')	0.02425142753953647354	0.01378190633801111564	0.01938032940781308014	0.01730387048873864228	0.01304438136788814949	0.01470126342368003984	0.01692742768172726328	0.01587454517727886899	0.01085414242570215300	0.01164212183873770956	0.01133077313871871071	0.00693077518797781920
('PUNCT', 'VERB', 'PUNCT')	0.00431690759208521076	0.00686660351116454883	0.01522261168018535990	0.01637687742684192788	0.03030900376656363998	0.00777711887600821168	0.00949587406535919512	0.00758606583692972552	0.01080853678525802580	0.00155228291183169467	0.00599049908237253830	0.00519808139098336484
('NOUN', 'PUNCT', 'DET')	0.01402515311028572874	0.01399293670596652751	0.01488731186344118863	0.01637687742684192788	0.01361986878117733141	0.00757641903404670993	0.01641741910021180667	0.00949663056623054579	0.01628121363855323037	0.00931369747099016800	0.01100766749306980596	0.01056231150222647179
('PUNCT', 'DET', 'NOUN')	0.04915518778187693422	0.04509556632154873568	0.08281905473581022137	0.10057874721579335153	0.10109395560113315637	0.06532779855846897188	0.05221516429801092291	0.02461256915981644214	0.04651775325300922664	0.07373343831200550313	0.02483498363295147740	0.01830009476003732413
('DET', 'NOUN', 'VERB')	0.12929617894694325764	0.10194390082769116956	0.08536733334306591259	0.07894890910487005475	0.10013480991231785144	0.09608504933906919510	0.10892326133794372200	0.08094613213405385532	0.10662598735836820163	0.09779382344539676308	0.09641191504732297968	0.07111165227116968135
('NOUN', 'VERB', 'PRON')	0.01659611140957203274	0.01891156758985035324	0.01347905263311567105	0.01035142252451329466	0.02167669256722589560	0.02072225868252510622	0.01850602567213224456	0.02450018299926933624	0.02531113044649031460	0.00931369747099016800	0.01132876627135443078	0.00977903896385911610
('VERB', 'PRON', 'PRON')	0.01628913131413486232	0.01736942259325311225	0.01414965226660401358	0.01235990749195617182	0.01879925550077998081	0.01118901618935374924	0.01768029749253579100	0.01410446314866193457	0.01117338190881103990	0.01086598038282186353	0.00158542521778033663	0.00294320590174400581
('PRON', 'ADV', 'ADJ')	0.00848032513645183630	0.01285661934005277209	0.01656381094716204497	0.01946685429983097126	0.00959145688815305104	0.01445038862122816070	0.00718869238707499185	0.01514403513372267543	0.00998763525726374495	0.01474668766240109889	0.00303237658742542887	0.00484204841899820316
('ADV', 'ADJ', 'PUNCT')	0.00688786589137151389	0.01316504833937221994	0.01710029065395271552	0.01591338089589357241	0.01112608999025753963	0.00958341745366173177	0.00782013158323698401	0.01275582922209664988	0.01504986134656180821	0.01319440475056940509	0.00552691272122411009	0.00486578395046388060
('ADJ', 'PUNCT', 'SCONJ')	0.00353027109752746112	0.00415567493819887605	0.00516361717786023230	0.00679794912057589493	0.00306926620420897630	0.00105367417029788679	0.00267147352222381470	0.00151721316738594506	0.00310118355020061508	0.00698527310324262643	0.00226976698899944386	0.00121051210474955079
('SCONJ', 'PRON', 'NOUN')	0.00331922228191440646	0.00198043883773540161	0.00147531919367435206	0.00154498843649452148	0.00191829137763061008	0.00150524881471126681	0.00199146208020320719	0.00283775055381445306	0.00095771844932666049	0.00388070727957923666	0.00063818382184069246	0.00054591722371058167
('PRON', 'NOUN', 'CCONJ')	0.00241746825156771792	0.00154214499659723905	0.00120707934027901526	0.00123599074919561718	0.00134280396434142708	0.00125437401225938897	0.00221003718656697387	0.00120815122588140080	0.00145938049421205423	0.00388070727957923666	0.00051576491261967920	0.00037976850345083945
('NOUN', 'CCONJ', 'NOUN')	0.02814623750039557323	0.02995007914444111630	0.01683205080055738198	0.01359589824115178987	0.01150974826578366091	0.01580511255446830077	0.03079480387436179037	0.02222436324819042006	0.01687408696432687524	0.02871723386888635002	0.02617757789965406701	0.01894095410961061515
('CCONJ', 'NOUN', 'ADP')	0.00579424930137659427	0.00514589435706657664	0.00757777585841826282	0.00339897456028794747	0.00191829137763061008	0.00531854581197980895	0.00529437479858901449	0.00803561047911815346	0.00282754970753585494	0.00853755601507432023	0.00789501621107322089	0.00650353562159562519
('NOUN', 'ADP', 'PRON')	0.01314258533590386378	0.00663934003798179791	0.00684011626158108690	0.00679794912057589493	0.00441207016855040338	0.01043639178199811703	0.01029731612202633949	0.01151958145607847282	0.00396769071863902183	0.00232842436774754200	0.00319693971129629897	0.00360780078278297471
('ADP', 'PRON', 'VERB')	0.01832287444640611634	0.00801915398230564243	0.00737659596837176006	0.01050592136816274648	0.00613853240841795260	0.01028586690052698920	0.01136590553091586589	0.01059239563156483960	0.00405890199952727536	0.00388070727957923666	0.00152321232948769052	0.00261090846122452114
('PRON', 'VERB', 'PUNCT')	0.06438907501794652322	0.04163791490812545487	0.04231483687311436703	0.04835813806227852452	0.05064289236944810590	0.02543870496862040906	0.06001100975831859946	0.02427541067817512097	0.03707738568107499938	0.03026951678071804555	0.00429268929219258234	0.00697824625090917496
('VERB', 'PUNCT', 'NOUN')	0.00882567774381865303	0.00498356330479318276	0.00684011626158108690	0.00602545490232863409	0.00460389930631346402	0.00316102251089366015	0.00548866378202347415	0.00561930802735535230	0.00378526815686251522	0.00465684873549508400	0.00170985099436562885	0.00227861102070503647
('PUNCT', 'NOUN', 'CCONJ')	0.00627390570049717305	0.00594131651320620527	0.00402359780093005086	0.00247198149839123436	0.00230194965315673201	0.00275962282697065579	0.00731012300172152914	0.00494499106407270995	0.00615676145995710297	0.00776141455915847333	0.00530013670906059366	0.00531675904831175206
('CCONJ', 'NOUN', 'PUNCT')	0.01249025263309987664	0.01381437254846579372	0.01072959413581347013	0.00957892830626603381	0.00613853240841795260	0.00612134517982581856	0.01585883827283773514	0.01146338837580491814	0.00816340963949867791	0.01397054620648525286	0.00816192957052231521	0.00861599792204091955
('NOUN', 'PUNCT', 'VERB')	0.01041813698889897458	0.01324621386550891601	0.00985781461227862484	0.01050592136816274648	0.02915802893998527268	0.00827886848091196823	0.01367308720920006916	0.01449781471057680869	0.01573394595322370748	0.00543299019141093176	0.01003433682139453532	0.00773778325781085321
('PUNCT', 'VERB', 'ADV')	0.00523784787839672202	0.00800292087707830425	0.00704129615162758966	0.00741594449517370396	0.00652219068394407474	0.00486697116756642893	0.00510008581515455483	0.00758606583692972552	0.00738811375194852425	0.00155228291183169467	0.00397761111600079386	0.00291947037027832793
('VERB', 'ADV', 'PRON')	0.00180350806069337686	0.00249989820501026134	0.00328593820409287495	0.00463496530948356508	0.00402841189302428123	0.00346207227383591365	0.00177288697383944072	0.00472021874297849642	0.00205225381998570128	0.00077614145591584733	0.00034518118665597205	0.00128171869914658313
('ADV', 'PRON', 'PRON')	0.00232153697174360216	0.00186680710114402616	0.00301769835069753837	0.00169948728014397373	0.00134280396434142708	0.00140489889373051572	0.00327862659545649984	0.00227581975107891792	0.00255391586487109480	0.00077614145591584733	0.00028497516572760485	0.00083074360129871123
('PRON', 'PRON', 'ADP')	0.01360305547905961941	0.01155797092186562278	0.00925427494213911829	0.00896093293166822479	0.01227706481683590520	0.00677361966620070033	0.01034588836788495440	0.00826038280021236873	0.00779856451594566468	0.00853755601507432023	0.00324309766067471406	0.00313309015346942537
('PRON', 'ADP', 'NOUN')	0.01651936638571274013	0.01248325791982396633	0.00918721497879028404	0.00942442946261658199	0.01189340654130978218	0.00752624407355633428	0.01306593413596738446	0.01786939952699002215	0.00902991680793708423	0.01319440475056940509	0.00617713774725047599	0.00529302351684607462
('ADP', 'NOUN', 'CCONJ')	0.01367980050291891202	0.01426889949483129555	0.00838249541860427300	0.00571645721502972957	0.00633036154618101324	0.00707466942914295426	0.01420738191364483323	0.01635218635960407688	0.00884749424616057892	0.00698527310324262643	0.00995205525945910136	0.00847358473324685488
('NOUN', 'CCONJ', 'AUX')	0.00243665450753254107	0.00248366509978292186	0.00060353967013950763	0.00092699306189671299	0.00230194965315673201	0.00145507385422089116	0.00233146780121351116	0.00191056472930081983	0.00145938049421205423	0.00155228291183169467	0.00110979765244623575	0.00125798316768090568
('CCONJ', 'AUX', 'ADJ')	0.00071652474858047697	0.00070096173520633564	0.00000000000000000000	0.00054092551967048702	0.00022387497878379359	0.00058556892588105787	0.00051017794137503977	0.00072138400249361419	0.00015967274689199324	0.00000000000000000000	0.00028808109884764484	0.00060941427687073984
('AUX', 'ADJ', 'PUNCT')	0.00249421327542701052	0.00368491488660603432	0.00295063838734870411	0.00278097918569013888	0.00153463310210448815	0.00205717338010539793	0.00233146780121351116	0.00280965401367767615	0.00415011328041552888	0.00077614145591584733	0.00135664233825254135	0.00170895826552877736
('ADJ', 'PUNCT', 'ADP')	0.00047660544437439834	0.00103441436849741725	0.00086913149270115579	0.00100119209656550790	0.00082873464544118501	0.00075867540259613102	0.00091805174886115356	0.00127450945799446771	0.00261057008769439774	0.00000000000000000000	0.00086049847743680538	0.00128176938361303553
('PUNCT', 'ADP', 'NOUN')	0.00596692560506000263	0.00444787083229098400	0.00523067714120906656	0.00417146877853520788	0.00345292447973509845	0.00301049762942253362	0.00551294990495278074	0.00719271427501485140	0.00752493067328090411	0.00620913164732677866	0.00353007969376659776	0.00465216416727278273
('ADP', 'NOUN', 'PUNCT')	0.02490376024234046068	0.02545350899646811604	0.02018504896799909118	0.02641930226405631715	0.02129303429169977432	0.01931735978879459137	0.02763760789355182781	0.05026471030469362861	0.02540234172737856552	0.02095581930972787929	0.01659679310258656282	0.01773044200486106545
('PUNCT', 'INTJ', 'PUNCT')	0.00692623840330116019	0.02340813773782335697	0.02139212830827810427	0.02147533926727384843	0.03433741565958792208	0.01515283806809341986	0.00949587406535919512	0.01163196761662557872	0.02476386276116079518	0.00310456582366338933	0.00028698203309188375	0.00140039635647497035
('PUNCT', 'VERB', 'ADJ')	0.00140059668543209069	0.00120124978682311246	0.00107295941358134697	0.00262648034204068662	0.00038365827552612204	0.00060209952588450677	0.00126287839232398520	0.00182627510889048954	0.00100332408977078726	0.00077614145591584733	0.00076060273106170583	0.00080700806983303379
('VERB', 'ADJ', 'PUNCT')	0.00201455687630643174	0.00230510094228218894	0.00241415868055803052	0.00463496530948356508	0.00153463310210448815	0.00190664849863427118	0.00170002860505151835	0.00266917131299379247	0.00241709894353871451	0.00077614145591584733	0.00095928260012531760	0.00118677657328387313
('PUNCT', 'ADV', 'AUX')	0.02365665360462695585	0.02128160095304190008	0.02367216706213846542	0.01962135314348042309	0.02704790842459160391	0.00697431950816220295	0.01959890120395107668	0.00890660322335823373	0.02508310224426968035	0.01319440475056940509	0.00329928994687452362	0.00287199930734697304
('ADV', 'AUX', 'PRON')	0.02513399531391833849	0.02753134646556755147	0.02608632574269649854	0.02008484967442878202	0.02628059187353935788	0.01204199051769013450	0.02741903278718806070	0.01879658535150365364	0.03310969496243598015	0.04113549716353991081	0.00501917527806154673	0.00555411436296852652
('AUX', 'PRON', 'ADJ')	0.00460470143155755803	0.00686660351116454883	0.00583421681134857397	0.00602545490232863409	0.00556304499512876981	0.00582029541688356463	0.00595010011768031411	0.00685555579337353022	0.00551828249373933002	0.00698527310324262643	0.00165767244289437743	0.00320429674786645770
('PRON', 'ADJ', 'PUNCT')	0.00412504503243697924	0.00509719504138455865	0.00576715684799973972	0.00849743640071986932	0.00498755758183958616	0.00496732108854718024	0.00510008581515455483	0.00398970869942230025	0.00501662044885393607	0.00620913164732677866	0.00104156416206075287	0.00173269379699445480
('PUNCT', 'ADV', 'PART')	0.00205147560839414938	0.00208636118391851942	0.00166583536101054877	0.00200238419313101580	0.00145028562952207373	0.00151735080519226203	0.00141642269824292255	0.00106209121499538980	0.00221652177257071481	0.00000000000000000000	0.00042266298010120161	0.00048707236577295355
('ADV', 'PART', 'ADJ')	0.00197618436437678544	0.00332778657160456848	0.00308475831404637262	0.00478946415313301690	0.00345292447973509845	0.00501749604903755590	0.00211289269484974448	0.00525405300557725465	0.00237149330309458775	0.00077614145591584733	0.00190652399606496188	0.00180390039139148735
('PART', 'ADJ', 'PUNCT')	0.00287793839472347398	0.00391217835978878523	0.00301769835069753837	0.00308997687298904295	0.00230194965315673201	0.00446557148364342456	0.00308433761202204062	0.00323110211572932762	0.00223467638176220789	0.00232842436774754200	0.00189046905715073064	0.00128171869914658313
('ADV', 'PRON', 'ADV')	0.00437446635997968021	0.00363621557092401633	0.00509655721451139805	0.00417146877853520788	0.00613853240841795260	0.00466627132560492718	0.00405578252919433675	0.00578788726817601289	0.00556388813418345635	0.00310456582366338933	0.00088502850764699806	0.00154280954526903524
('PRON', 'ADV', 'PUNCT')	0.01437050571765254546	0.02204455689872684976	0.01756971039739455703	0.02132084042362439660	0.02474595877143486930	0.01199181555719975797	0.01782601423011163574	0.01275582922209664988	0.02047693255941288384	0.01241826329465355733	0.00146902691065216003	0.00144786741940632524
('PUNCT', 'AUX', 'PRON')	0.00928614788697440866	0.01232092686755057245	0.00663893637153458414	0.01220540864830672000	0.00882414033710080675	0.00857991824385422042	0.00733440912465083659	0.01202531917854045458	0.01199428343680531903	0.01008983892690601576	0.00399567292227930460	0.00296694143320968325
('AUX', 'PRON', 'PART')	0.00531459290225601462	0.00665557314320913695	0.00489537732446489529	0.00494396299678246873	0.00537121585736570831	0.00486697116756642893	0.00553723602788208820	0.00590027342872311965	0.00615676145995710297	0.00776141455915847333	0.00071043104695473315	0.00173269379699445480
('PRON', 'PART', 'ADV')	0.00402911375261286349	0.00498356330479318276	0.00274945849730220135	0.00417146877853520788	0.00479572844407652552	0.00466627132560492718	0.00347291557889095907	0.00384922599873841658	0.00433253584219203593	0.00388070727957923666	0.00077665766997593708	0.00080700806983303379
('PART', 'ADV', 'ADV')	0.00124710663771350526	0.00170447604887063271	0.00080471956018601017	0.00123599074919561718	0.00095914568881530504	0.00165577369618239356	0.00191860371141528503	0.00177008202861693594	0.00364845123553013536	0.00465684873549508400	0.00079873321098300509	0.00049844616077922678
('ADV', 'ADV', 'ADJ')	0.00589018058120071002	0.01157420402709296268	0.02005092904130142267	0.02224783348552111101	0.00805682378604856246	0.01625668719888168079	0.00478436621707355875	0.01817846146849456598	0.01349926957146150089	0.00698527310324262643	0.00564933163044512368	0.00631365136987020563
('ADJ', 'PUNCT', 'ADJ')	0.00143896919736173699	0.00337648588728658647	0.00335299816744170920	0.00324447571663849521	0.00211012051539367137	0.00296032266893215797	0.00208860657192043702	0.00182627510889048954	0.00237149330309458775	0.00077614145591584733	0.00093520019175397074	0.00301441249614103814
