PoS-tag n-grams	1939_DWF	1939_DNS	1939_NWF	1939_NNS	1939_OFL	1980_NWF	1980_DWF	1980_NNS	1980_OFL	1980_DNS	DEU	NDL
('ADV', 'ADV')	0.06383267359496665183	0.11588813821797568082	0.13546112596464504607	0.16021530086448187991	0.10435505094310519592	0.12874894861830368797	0.06462537311488700253	0.14006125258183216298	0.14511714789321114583	0.11486893547554540007	0.04863442370593503566	0.04080137858949955953
('ADV', 'VERB')	0.13179039222237026729	0.13033560187030771016	0.11809259545729700047	0.11371114892599679114	0.14022709970479760311	0.09317490163062741582	0.13585657166654563355	0.10142850989376410442	0.11852905951428527320	0.11564507693146125478	0.04468892246776270255	0.05269287985380396999
('VERB', 'PUNCT')	0.32513029357989325918	0.26135299416016366525	0.32939853996947349168	0.31718612601232526460	0.29273126422643108713	0.25564142369846348801	0.28550766115693787528	0.24351271336544419444	0.25028375475736730493	0.28251548995336844827	0.18175796344801206650	0.16424987774248805961
('PUNCT', 'SCONJ')	0.07737817030613179659	0.06227019165207377943	0.06732820320222952792	0.09687077496820650779	0.06637288166601910955	0.01715983648770844083	0.04784366217073558747	0.02789986435581932531	0.04300611893881146897	0.07839028704750057586	0.03436961048064056390	0.02183668894842326694
('SCONJ', 'PRON')	0.07979563855769951364	0.06478632296231137677	0.06135986646418328111	0.07863991141757115111	0.07174409752338481439	0.04892058647811617367	0.04815938176881658789	0.06568971083978407399	0.04204840048948480652	0.07140501394425795290	0.01233822055558672116	0.02739080331139179258
('PRON', 'DET')	0.06836063000266491552	0.05660483792773234740	0.03923007855906799485	0.04047869703615646769	0.05831605787997054535	0.04350169074515561340	0.07040547037206217051	0.04194813442420770866	0.04264127381525845834	0.04191163861945575858	0.02931631845738627562	0.02459001059844185405
('NOUN', 'ADV')	0.06218265558199186083	0.07863316172123185899	0.06739526316557835350	0.06396252127087319328	0.07423787631430461831	0.06863934595083376333	0.06642254621165576134	0.07687213381422122738	0.09413004187667749212	0.07994256995933227139	0.06738257862302858558	0.04507377425332150661
('PUNCT', 'CCONJ')	0.05809598306148452268	0.09699280373335267269	0.11809259545729700047	0.13472299166232229450	0.08517213716679909730	0.05032548537184668852	0.06146817713407704692	0.04680883586787008832	0.05057665525253650374	0.06286745792918363440	0.01581411483051778713	0.02224019298333978351
('CCONJ', 'ADV')	0.02116244032919994272	0.03696278060265172083	0.05042909243832330995	0.04109669241075427498	0.02743156670011772519	0.03923681910347368712	0.03050337039921010088	0.03666598487849367233	0.04966454244365396675	0.05200147754636177261	0.01174619468312444390	0.01364793059276454140
('VERB', 'PRON')	0.14314865575354560057	0.14939326740720412778	0.12057381410120386611	0.10644970327447253466	0.14425551159782187827	0.12177462911014148850	0.13925662887664866374	0.14225278271250074713	0.11127776268366912360	0.09003240888623828542	0.03207977481799833414	0.04326987386193002078
('ADP', 'PART')	0.00214886066806019380	0.00228886783705484946	0.00851661534530194150	0.00710694680787479945	0.00460389930631346402	0.01239321524112276321	0.00111716165474814067	0.01140719529553136519	0.00118574665154729387	0.00077614145591584733	0.00033916058456313534	0.00966036130653072887
('PART', 'VERB')	0.04067486264542509444	0.03959254364948069926	0.06129280650083444165	0.05206611030986537519	0.03241912428195731222	0.06567902328190160233	0.03451058068254582445	0.05973324433078739532	0.03092062422111789555	0.04424006298720330188	0.03093385355299507408	0.04865783950463880431
('PUNCT', 'ADV')	0.08958062909975933463	0.09993099577950109724	0.11386781776632044771	0.11958210498467597427	0.12833369316348780531	0.05218195890999058340	0.09444873207207650501	0.05136047537002792068	0.10347919816772346846	0.06985273103242625736	0.02828880236687547622	0.03171067003814509455
('ADV', 'PRON')	0.02363746734866213270	0.02469055305078316637	0.03299350196762641796	0.03877920975601249071	0.03222729514419424984	0.02804780291411993962	0.02542757070698485264	0.03559831635329615412	0.03671254055752198875	0.02483652658930711465	0.00632564593220711572	0.01191523679577008790
('ADV', 'PART')	0.02083627397779794915	0.02706058641397470974	0.02575102592595232553	0.02950927913704536054	0.02723973756235466281	0.03577474682963777131	0.01556740479768604739	0.03197386267565195672	0.03023653961445599628	0.02328424367747541912	0.01209538960450897392	0.01208138551602983002
('PART', 'ADV')	0.01344956543134103420	0.01683373012075091435	0.01140019376930181093	0.01344139939750233805	0.01745645153643855113	0.01886578514438121135	0.01156019451435032555	0.01609931749837308426	0.02148025664918367175	0.01707511203014864046	0.00859541292120655914	0.00567279202029691374
('CCONJ', 'VERB')	0.08016017742103115351	0.07270807831325298842	0.03366410160111476396	0.03677072478856961008	0.06925031873246502434	0.03080742574109059453	0.07006546465105185917	0.04186384480379737316	0.04255006253437020047	0.00931369747099016800	0.01056414980556416756	0.01255609614534337892
('PRON', 'PUNCT')	0.05289650769501744870	0.05408870661749474312	0.06565170411850866639	0.08049389754136457298	0.06925031873246502434	0.04480623971790537174	0.04689650337649260009	0.03596357137507425611	0.04277809073659083472	0.03570250697212897645	0.00573964066183767479	0.00766657666341382087
('PUNCT', 'DET')	0.06268149823707726276	0.06290328275594000984	0.12191501336818054424	0.16253278351922367806	0.13197844678098596960	0.09111772825052201485	0.06654397682630229516	0.03599166791521102998	0.06184124844223579109	0.08382327723891151716	0.03399031254879185393	0.03159199238081670386
('DET', 'ADJ')	0.09169111725588988127	0.13377702017850365279	0.11916555487087834853	0.10660420211812199343	0.12449711040822659947	0.14746420888121378190	0.09216583651672161093	0.11109371970081531600	0.12582596198534554133	0.12573491585836726880	0.16289341022379033586	0.17894217171974241554
('ADJ', 'NOUN')	0.14391610599213852661	0.17288257067116416521	0.13633290548817988963	0.11958210498467597427	0.16056098830768206209	0.18012810816044824702	0.14340955589756024247	0.16411189093891306867	0.16481878456507387254	0.16842269593373887515	0.26565103987696320198	0.24101058650248896598
('PUNCT', 'PRON')	0.17789496530584034129	0.15384113823949510658	0.19259621473785176748	0.24843414058831905789	0.19106182121200876445	0.13537204340303327088	0.15008823970311976903	0.07409057634068032250	0.12692049735600458016	0.11874964275512464584	0.04015942282658521018	0.02836396010148457131
('PRON', 'PRON')	0.08608873051416152111	0.07588976693781150640	0.06538346426511333631	0.06844298773670730307	0.07251141407443706388	0.04034066823426195325	0.07438839453246857969	0.05046138608565106654	0.05340420496007235868	0.05044919463453007707	0.01085313870602033076	0.01611642586519499917
('PUNCT', 'VERB')	0.06554025037583591229	0.08584066044217053548	0.07725307777785697660	0.08960932931668225132	0.10799980456060334633	0.07541296561703446366	0.06880258625872788525	0.08291288994362822073	0.06854527758752242128	0.03415022406029728091	0.04447218079242058059	0.03064257112218960605
('NOUN', 'VERB')	0.22380767582966215601	0.18346655527938943164	0.14733073947738870024	0.15001837718361804574	0.17187890743570266583	0.17074539054874801614	0.19183608501859919504	0.19218033453555305456	0.17795320901298233851	0.20800591018544709043	0.21343636479315461485	0.14293537048630969299
('ADJ', 'PUNCT')	0.03092824461529493363	0.05136154493930172871	0.06129280650083444165	0.05793706636854455833	0.04201058117011036153	0.04721463782144340315	0.03781349340093163175	0.04633119468554488390	0.05358662752184886052	0.03492636551621312868	0.02408842897343972320	0.02917096817131760444
('PRON', 'NOUN')	0.01862985454184328676	0.01047035287163388707	0.01482025190009235438	0.01560438320859466703	0.01323621050565121013	0.01520301302858379465	0.01743743626324271642	0.02233674940873752596	0.00852825476305169201	0.01397054620648525286	0.00540048007727453924	0.00579146967762530097
('CCONJ', 'NOUN')	0.03986903989490252209	0.04132948590880600875	0.03762063943869597971	0.02889128376244755325	0.01688096412314937095	0.02584010465254341429	0.04393359637911709720	0.04172336210311348992	0.02567597557004332870	0.04812077026678253378	0.03984635151775769990	0.02753321650018585726
('NOUN', 'ADP')	0.12413507609240584384	0.12937784866189469546	0.14934253837785371744	0.12668905179255077198	0.11874223627533476988	0.22307787434020973083	0.14464814816695489852	0.22415419721120499741	0.12714852555822522828	0.16764655447782303432	0.24997941262930922779	0.30239067087273091561
('ADP', 'PRON')	0.04907844275801764161	0.03217401456058660569	0.03306056193097525048	0.03167226294813769299	0.02110120515393671195	0.04199644193044434204	0.04067925590658990481	0.04343725105145687659	0.02129783408740716644	0.02949337532480219778	0.01592248566818884811	0.01398022803328402737
('PUNCT', 'NOUN')	0.04144231288401802049	0.04124832038266931095	0.04271719665320737602	0.03877920975601249071	0.03548839048616628938	0.02428468087734177161	0.04767365931023043873	0.05068615840674527834	0.05951536077958533011	0.03958321425170821528	0.03040805430355400171	0.03719357780671658786
('PRON', 'ADP')	0.08537883904346305064	0.07421775709939554266	0.07048002147962473263	0.07029697386050072494	0.07308690148772624406	0.07445964136771733577	0.06923973647145541255	0.08369959306745797245	0.06238851612756531745	0.06907658957651041653	0.03544729825525833738	0.03707490014938819717
('ADP', 'NOUN')	0.08676024947293033140	0.08103566129487807523	0.06860234250585736659	0.07724942182472607777	0.06080983667089034234	0.07706873931321686633	0.08514714699015175914	0.16956261972544775518	0.06731392529553099913	0.08304713578299566246	0.10529230313425715082	0.09261604377907346752
('CCONJ', 'AUX')	0.01064837206047685239	0.01271052139300671811	0.00482831736111606104	0.00587095605867918226	0.00844048206157468547	0.00592064533786431594	0.00966587692586434732	0.00775464507775038610	0.00934915629104597114	0.00931369747099016800	0.00369664968500174693	0.00427239566382194361
('AUX', 'ADJ')	0.01099372466784367085	0.01313258212891754186	0.01133313380595297667	0.01158741327370891097	0.00690584895947019689	0.01705948656672769126	0.01061303572010733644	0.01545309707522721926	0.01263276240302309283	0.01008983892690601576	0.00904695807816931381	0.01775417753632674289
('PUNCT', 'ADP')	0.02200663559165216485	0.02548597520692279239	0.03198760251739390936	0.02147533926727384843	0.02033388860288446592	0.01736053632966994345	0.02688473808274329663	0.03042855296812923410	0.04820516194944191035	0.03182179969254973761	0.02702046219265120605	0.02800792712949940963
('PUNCT', 'INTJ')	0.01007278438153215785	0.02845663346352589676	0.02736046504632434762	0.02611030457675741351	0.04066777720576893185	0.01911665994683308875	0.01175448349778478521	0.01573406247659498575	0.03005411705267949096	0.00388070727957923666	0.00042946961595568612	0.00261090846122452114
('INTJ', 'PUNCT')	0.01076348959626579303	0.04311512748381333970	0.04412545588353289361	0.03862471091236303888	0.05217752547155259796	0.02298013190459200633	0.01612598562506011718	0.02497782418159454065	0.04191158356815243013	0.00931369747099016800	0.00052981298416963148	0.00398756928623381426
('VERB', 'ADJ')	0.01133907727521048757	0.01134694055391021091	0.01019311442902279610	0.01421389361574959889	0.00863231119933774611	0.01384828909534365458	0.01049160510546079915	0.01697031024261316454	0.00934915629104597114	0.00698527310324262643	0.00775052176084513929	0.01117943532033408537
('ADV', 'AUX')	0.05168777356923359018	0.05027392688906999474	0.06075632679404377456	0.04866713574957742816	0.05121837978273729303	0.03733017060483941746	0.05265231451073845714	0.04079617627859986190	0.06526167147554529091	0.06752430666467872100	0.02387971476755471750	0.03149705025495399408
('PRON', 'ADJ')	0.02785844366092322597	0.02923582251443818461	0.03178642262734740487	0.03198126063543659664	0.02225217998051507926	0.03963821878739669236	0.02518470947769178153	0.03034426334771890207	0.02020329871674812414	0.02794109241297050572	0.00869374942205622565	0.01756429328460132333
('PART', 'ADJ')	0.00884486399978347618	0.00904183961162802197	0.01213785336613898772	0.01405939477210014707	0.00767316551052244031	0.01605598735692017817	0.00833014016475244062	0.01404827006838838162	0.00633918402173361002	0.00853755601507432023	0.00516166286092534926	0.00745295688022272387
('ADV', 'PUNCT')	0.06933912905687089623	0.11001175412567883172	0.09837696623273975427	0.11587413273708911665	0.12986832626559230430	0.07019476972603540255	0.08075135873994712665	0.07178666004946462897	0.12345446868225094794	0.06830044812059456183	0.02418074487219655164	0.01863239220055680836
('PUNCT', 'AUX')	0.01882171710149151828	0.02482041789260187870	0.01689911076390621450	0.02580130688945850986	0.01726462239867549223	0.02744570338823543176	0.01743743626324271642	0.02562404460474040566	0.03009972269312361642	0.02250810222155957135	0.02191097788319710735	0.01822888816564029180
('PRON', 'PART')	0.02864508015548097516	0.02631386357351710170	0.02521454621916165498	0.02873678491879810143	0.02244400911827813816	0.02749587834872580655	0.02115321307142675050	0.02253342518969496389	0.02043132691896875838	0.02095581930972787929	0.00349796981593813528	0.00856852685910956466
('PUNCT', 'ADJ')	0.00940126542276334756	0.01805121301280136759	0.02326980728204546336	0.02116634157997494478	0.01822376808749079716	0.01595563743593942860	0.01352737047162422442	0.01713888948343382512	0.02426220071627540123	0.01164212183873770956	0.01347009374904002514	0.01853745007469409858
('ADJ', 'AUX')	0.01711414032062225782	0.01228846065709589437	0.01817325006753406358	0.02271133001646946648	0.00901596947486386739	0.02052155884056360360	0.01197305860414855060	0.01567786939632143453	0.01482183314434117397	0.01707511203014864046	0.01112807953492653962	0.01796779731951783990
('ADV', 'DET')	0.04149987165191248994	0.05822814845046628274	0.03849241896223082327	0.03074526988624097859	0.06080983667089034234	0.05228230883097133297	0.04233071226578280499	0.05936798930900930027	0.06530727711598942331	0.07062887248834211207	0.04668976922994877432	0.04317493173606731099
('NOUN', 'PROPN')	0.01256699765695916925	0.01415526775823992139	0.00623657659144157949	0.00494396299678246873	0.01995023032735834465	0.01048656674248849181	0.02562185969041931230	0.01581835209700531777	0.01222231163902595327	0.01086598038282186353	0.06303771077936475009	0.04758974058868331580
('PROPN', 'PUNCT')	0.03489979960001332593	0.05675093587477839790	0.04700903430753276130	0.04109669241075427498	0.03932497324142750911	0.04550868916477063264	0.05345375656740559978	0.05653023875519484764	0.04419186559035876566	0.03259794114846558538	0.06280491416510840252	0.14834707166048416438
('INTJ', 'INTJ')	0.00030698009543717053	0.00258106373114695784	0.00207885886381385969	0.00216298381109233029	0.00306926620420897630	0.00120419905176901354	0.00038857796686891851	0.00174198548848015925	0.00328360611197712170	0.00077614145591584733	0.00003010301046418361	0.00014241318879406478
('ADP', 'ADJ')	0.01839961947026540895	0.01660646664756816257	0.01347905263311567105	0.00911543177531767661	0.01342803964341427077	0.01961840955173684356	0.01714600278809102693	0.02730983701294701152	0.01678287568343862085	0.01785125348606448822	0.03758059826348681548	0.03171067003814509455
('PART', 'ADP')	0.01178036116240142005	0.00896067408549132589	0.00912015501544144978	0.01066042021181219830	0.00959145688815305104	0.01575493759397792598	0.00646010869919576985	0.01264344306154954224	0.00784417015638979101	0.00620913164732677866	0.00445725241606345288	0.00536423011124310695
('VERB', 'VERB')	0.01676878771325544110	0.01607077417506596467	0.02984168369023121326	0.02626480342040686533	0.01534633102104488063	0.03095795062256171890	0.01301736189010876954	0.03644121255739946053	0.01085414242570215300	0.01629897057423279269	0.00649020905607798626	0.02124330066178133081
('ADP', 'PROPN')	0.03294280149160136451	0.02423602610441766281	0.01917914951776657564	0.02193883579822220736	0.01438718533222957570	0.04430449011300161694	0.04310786819952064364	0.04509494691952670165	0.02262039766028683951	0.02483652658930711465	0.06704341803846544656	0.10643012309209774757
('PROPN', 'CCONJ')	0.00988092182188392634	0.00995089350435902735	0.00529773710455790081	0.00432596762218466057	0.00345292447973509845	0.01003499209807511179	0.01522739907667574298	0.01323347040442185429	0.01080853678525802580	0.01862739494198033599	0.02586651345819083320	0.02622776226957359777
('SCONJ', 'VERB')	0.00016577580673892114	0.00024545425693159052	0.00057942099513410390	0.00116805744599309262	0.00041436732272059250	0.00070448430241069307	0.00041968079947938446	0.00112278214156655482	0.00059107247268552396	0.00000000000000000000	0.00011271012802698709	0.00082033240551234279
('ADP', 'PUNCT')	0.03324978158703853492	0.05564708471931931882	0.07966723645841501666	0.08342937557070416454	0.10090212646337008706	0.09994852129682811614	0.03667204562325418471	0.05956466508996673820	0.04318854150058797775	0.06752430666467872100	0.02106608672283568837	0.01749308669020429099
('SCONJ', 'DET')	0.02304269341375261501	0.01822977717030210137	0.02119094841823160325	0.02209333464187165919	0.01553816015880794300	0.02162540797135186627	0.01726743340273756422	0.01579025555686854043	0.01577955159366783641	0.02095581930972787929	0.01777883798014683742	0.02570558057732869398
('NOUN', 'DET')	0.03969636359121911373	0.02394383021032555486	0.01803913014083639507	0.01714937164508919046	0.03337826997077261715	0.02092295852448660884	0.03526345049335435217	0.02256152172983174123	0.01755817157098877798	0.02328424367747541912	0.12802208290208005881	0.02686862161914688879
('ADJ', 'ADV')	0.00723321849873833061	0.01235339307800525227	0.01528967164353419415	0.01745836933238809410	0.01227706481683590520	0.02182610781331336888	0.00833014016475244062	0.01739175834466481427	0.01276957932435547442	0.01474668766240109889	0.00770637067883100327	0.00961289024359937398
('VERB', 'DET')	0.06342976221970536566	0.06488372159367541969	0.03728533962195180324	0.03785221669411577977	0.06848300218141278872	0.05454018205303823308	0.07946419422469383487	0.04593784312363000805	0.04455671071391177629	0.02406038513339126689	0.04448020826187770033	0.05328626814044590959
('ADP', 'CCONJ')	0.00968905926223569483	0.01154173781663828460	0.00952251479553445357	0.00617995374597808591	0.00748133637275937968	0.00918201776973872827	0.00631439196161992511	0.01292440846291731046	0.00711447990928376368	0.00155228291183169467	0.00111983198926763022	0.00320429674786645770
('ADP', 'ADP')	0.00458551517559273487	0.00720749872093867563	0.01267433307292966174	0.01514088667764631156	0.00594670327065489109	0.01906648498634271396	0.00444436049606325521	0.02351680409448215006	0.00633918402173361002	0.00543299019141093176	0.00400570725910069907	0.01298333571172557294
('ADJ', 'CCONJ')	0.01310421282397421748	0.01793758127620998996	0.01984974915125491818	0.01838536239428480504	0.00997511516367917232	0.01304548972749764585	0.01340593985697768886	0.01292440846291731046	0.01235912856035833313	0.01086598038282186353	0.00817597764207226782	0.00821249388712440298
('AUX', 'ADV')	0.04385978113558574448	0.05946186444774407415	0.06135986646418328111	0.05716457215029729921	0.05198569633378953558	0.06231730092904644303	0.03839636035123501073	0.06819030291195719851	0.07835049028300965224	0.05976289210552024334	0.03420304048940541602	0.03963833754768136819
('CCONJ', 'DET')	0.04384059487962092133	0.04878048120815477173	0.04224777690976553451	0.03120876641718933406	0.02819888325116996775	0.02990427645226383449	0.04490504129628939550	0.03259198655866104438	0.03757904772596039333	0.02794109241297050572	0.02431921872033179777	0.02518339888508379018
('NOUN', 'PART')	0.01909032468499904239	0.01598960864892926687	0.02072152867478976174	0.01684037395779028681	0.01611364757209712492	0.02313065678606313416	0.01605312725627219481	0.02152194974477100037	0.01340805829057324650	0.02173196076564372706	0.02357467092818432350	0.02207404426308004139
('AUX', 'DET')	0.03986903989490252209	0.03413822029309467043	0.02340392720874313187	0.02410181960931453635	0.03126814945537894491	0.03231267455580186243	0.04104354775052951321	0.03158051111373708086	0.03899282257972832427	0.05588218482594101144	0.04117088397818178397	0.05048547542749596412
('VERB', 'ADP')	0.03956205979946535167	0.04553386016268690106	0.05257501126548599912	0.04928513112417523545	0.03702302358827077450	0.06643164768925724495	0.04998084098851464374	0.09403911983779182637	0.03625648415308072026	0.03337408260438143315	0.02477678447938738704	0.08891330087042778607
('ADV', 'ADP')	0.05462327073185153231	0.08702567712376629849	0.09113449019106566185	0.10475021599432855768	0.06905848959470196891	0.09232192730229102362	0.05602808559791218335	0.11109371970081531600	0.08601223787762293793	0.08615170160665905352	0.05465301893140747658	0.04986835160938835054
('ADV', 'CCONJ')	0.02258222327059685938	0.02191469205690813396	0.01508849175348769139	0.01699487280143973864	0.01534633102104488063	0.01575493759397792598	0.02069177673576990881	0.01792559260726357337	0.02718096170469950709	0.00853755601507432023	0.00734312768589652151	0.00398756928623381426
('DET', 'PROPN')	0.00539133792611530809	0.00508096193615721961	0.00583421681134857397	0.00324447571663849521	0.00575487413289183045	0.00757641903404670993	0.00835442628768174808	0.00865373436212724285	0.00378526815686251522	0.00853755601507432023	0.01518596534549849011	0.04996329373525106032
('PROPN', 'ADP')	0.01277804647257222391	0.01094111292322672707	0.00871779523534844426	0.00926993061896713016	0.00709767809723325753	0.01791246089506407652	0.02010890978546653329	0.02062286046039414275	0.01094535370659040566	0.01086598038282186353	0.02826271309113985095	0.04490762553306176103
('SCONJ', 'NOUN')	0.00239828199560289477	0.00176940846977999017	0.00315181827739520687	0.00602545490232863409	0.00191829137763061008	0.00577012045639318898	0.00247718453878935548	0.00668697655255286964	0.00177861997732094092	0.00388070727957923666	0.00316884356819639463	0.00726307262849730430
('VERB', 'AUX')	0.08881317886116640858	0.07074387258074492368	0.04097363760613768890	0.07307795304619087162	0.05409581684918320782	0.04641183845359739268	0.05374519004255728927	0.05717645917834070918	0.05905930437514406856	0.07218115540017380760	0.05865471245577962012	0.02027014387168855555
('AUX', 'PUNCT')	0.13219330359763156735	0.09736616515358147150	0.08737913224353094366	0.14430191996858832137	0.08977603647311255264	0.08153431079686028482	0.08791576500409280237	0.06745979286840100841	0.09025356243892672381	0.09779382344539676308	0.07145651937251476515	0.02126703619324700825
('ADJ', 'ADJ')	0.01260537016888881555	0.02433342473578169879	0.02581808588930116152	0.02240233232917056283	0.01822376808749079716	0.03607579659258002697	0.01323593699647253666	0.02728174047281023765	0.02170828485140430600	0.02871723386888635002	0.02553337347572053745	0.03584065251317297002
('NOUN', 'ADJ')	0.02547934792128515522	0.02345683705350537496	0.02729340508297551163	0.02178433695457275554	0.02225217998051507926	0.03045620101765796409	0.02445612578981255780	0.03371584816413211727	0.02216434125584557102	0.02250810222155957135	0.05016967723960839842	0.03413169424764419396
('CCONJ', 'ADJ')	0.01318095784783351009	0.01694736185734229197	0.01763677036074338955	0.01544988436494521521	0.01074243171473141661	0.01455073854220891201	0.01602884113334288735	0.01654886214056151134	0.01340805829057324650	0.01164212183873770956	0.01392966637545989435	0.01433626100526918905
('SCONJ', 'PROPN')	0.00481575024717061269	0.00399334388592548217	0.00315181827739520687	0.00617995374597808591	0.00095914568881530504	0.00687396958718145164	0.00454150498778048504	0.00382112945860163967	0.00310118355020061508	0.00388070727957923666	0.00359229258205924365	0.00555411436296852652
('PROPN', 'PART')	0.00149652796525620644	0.00157461120705191778	0.00147531919367435206	0.00154498843649452148	0.00076731655105224407	0.00301049762942253362	0.00211289269484974448	0.00129244084629173109	0.00159619741554443430	0.00155228291183169467	0.00261695504301969481	0.00334670993666052238
('ADV', 'SCONJ')	0.00278200711489935823	0.00207783746909943803	0.00771189578511593133	0.00710694680787479945	0.00191829137763061008	0.00837921840189271780	0.00408006865212364421	0.00885041014308468078	0.00123135229199142064	0.00310456582366338933	0.00138273161398816706	0.00481831288753252571
('NOUN', 'PRON')	0.01295072277625563227	0.01178523439504837456	0.01428377219330168209	0.01730387048873864228	0.00939962775038999040	0.01670826184329506081	0.01544597418303951010	0.02292677675160983627	0.01039808602126088624	0.00776141455915847333	0.00547072043502430140	0.01561797970441577109
('ADV', 'NOUN')	0.01958916734008444432	0.01999918564008209068	0.02689104530288250958	0.02580130688945850986	0.01784010981196467588	0.02122400828742886103	0.02030319876890099295	0.02913611212183750063	0.01792301669454178861	0.03104565823663389332	0.01794139423665342889	0.01640125224278312852
('NOUN', 'AUX')	0.06467686885741887048	0.05814698292432958493	0.06109162661078794410	0.05824606405584346197	0.05217752547155259796	0.06577937320288236578	0.05988957914367206564	0.06316102222747416173	0.08952387219182068867	0.07528572122383719867	0.07290547760952413581	0.09446741523339631519
('PUNCT', 'PROPN')	0.01375654552677820462	0.03100523098421817392	0.02072152867478976174	0.01375039708480124169	0.01055060257696835598	0.01289496484602651802	0.02176036614465943694	0.02649503734898048593	0.03046456781667663052	0.01474668766240109889	0.02623377018585387396	0.05532752384649416988
('VERB', 'CCONJ')	0.05730934656692677348	0.04259566811653847651	0.04399133595683522163	0.03460774097747728456	0.02839071238893303012	0.03707929580238753658	0.04548790824659277449	0.04335296143104654110	0.03926645642239308398	0.02483652658930711465	0.01617735782345227150	0.01787285519365513012
('ADP', 'VERB')	0.00379887868103498567	0.00810031950844234024	0.03171936266399857235	0.03476223982112673638	0.00709767809723325753	0.02764640323019693438	0.00342434333303234415	0.03854845306765771612	0.00674963478573075044	0.00465684873549508400	0.00211724506931424729	0.01041989831343240712
('AUX', 'PROPN')	0.00306980095437170549	0.00392841146501612514	0.00435889761767422213	0.00401696993488575606	0.00230194965315673201	0.00652274486374882292	0.00442007437313394775	0.00516976338516692436	0.00811780399905455072	0.00543299019141093176	0.00678722542599126399	0.01217632764189253980
('PROPN', 'PROPN')	0.01018790191732109676	0.02183352653077143615	0.00838249541860427300	0.01266890517925507720	0.02052571774064752830	0.01816333569751595392	0.01646599134607042159	0.03582308867439037287	0.00934915629104597114	0.02095581930972787929	0.06880344071693805796	0.14018204883629109547
