PoS-tag n-grams	1939_DWF	1939_DNS	1939_NWF	1939_NNS	1939_MVP	1939_OFL	1980_DWF	1980_NNS	1980_NWF	1980_DNS	1980_MVP	1980_OFL	2000_DEU	2000_NDL
('AUX', 'NUM')	0.00094128670673655193	0.00053660033850963084	0.00068661174956252506	0.00130169752574327887	0.00041268906443668276	0.00077975899412119408	0.00085333410363116102	0.00138526930660302027	0.00089475223725469155	0.00347938490916950690	0.00081266242517287718	0.00104158798048322311	0.00209884772094543794	0.00275321510268382395
('NUM', 'PRON')	0.00006329327226931197	0.00046906164090747000	0.00031394658807140842	0.00000000000000000000	0.00006552016912761837	0.00000000000000000000	0.00023727087578143900	0.00067864393416318988	0.00028410889923756054	0.00023395810735425240	0.00018579102076203829	0.00010353392167098760	0.00038268145280479724	0.00015736012533010607
('ADV', 'INTJ')	0.00020317566446163585	0.00007721638160953847	0.00151168452072114536	0.00019902036679681924	0.00005608644087373588	0.00047687859261929665	0.00019746623626515201	0.00055326798994448693	0.00042560405573079254	0.00000000000000000000	0.00019880056094911423	0.00033235085777072487	0.00000000000000000000	0.00000000000000000000
('NUM', 'PROPN')	0.00000000000000000000	0.00001804083234259500	0.00031394658807140842	0.00037199288496052980	0.00001310403382552367	0.00000000000000000000	0.00052726861284764211	0.00138960424614367468	0.00005682177984751210	0.00023395810735425240	0.00055737306228611486	0.00005176696083549380	0.00087045159472179270	0.00586728467302252785
('PRON', 'SCONJ')	0.00013810983248407094	0.00011809863402735185	0.00286253395646994058	0.00191331989179618044	0.00004901796311371479	0.00041677840309669608	0.00044377690075706854	0.00486562704550155996	0.00600459251450367534	0.00010939522544298461	0.00000000000000000000	0.00062934137565737907	0.00010012997984254098	0.00607553825020668101
('ADJ', 'INTJ')	0.00000000000000000000	0.00002218156037571517	0.00009650088568272302	0.00022868630671786343	0.00003222333780908665	0.00000000000000000000	0.00000000000000000000	0.00027813538225196228	0.00034931751385088532	0.00014382806139752460	0.00022843373665020817	0.00006364850276495730	0.00000000000000000000	0.00000000000000000000
('SCONJ', 'AUX')	0.00009228301046436784	0.00009469417738405250	0.00109857879930004001	0.00097627314430745915	0.00020634453221834138	0.00019493974853029852	0.00011531541940961636	0.00019789561522900290	0.00009941691525052128	0.00010233485026969138	0.00048759745510372628	0.00004528643393405318	0.00010580967849394357	0.00094395946377731101
('PROPN', 'SCONJ')	0.00002257507382907065	0.00001930409540238462	0.00058787731361377882	0.00059706110039045774	0.00007010805109216984	0.00000000000000000000	0.00014104731161796569	0.00138316997486121721	0.00182401738170339636	0.00000000000000000000	0.00000000000000000000	0.00005539180962845414	0.00000636493897949985	0.00526785305937189485
('INTJ', 'ADP')	0.00010548878711551996	0.00012628582639816497	0.00031394658807140842	0.00018599644248026490	0.00017035243973180777	0.00022283579100408494	0.00018454401449667472	0.00077559306761507422	0.00045457423878009684	0.00023395810735425240	0.00018579102076203829	0.00015530088250648142	0.00000000000000000000	0.00000000000000000000
('PROPN', 'INTJ')	0.00005576941473913279	0.00002384439826887808	0.00000000000000000000	0.00000000000000000000	0.00010391686886649240	0.00000000000000000000	0.00013937719236749638	0.00004271225233127326	0.00007510081149812973	0.00000000000000000000	0.00024555824308459900	0.00068419904796553218	0.00000000000000000000	0.00000000000000000000
('INTJ', 'PART')	0.00003005858199196701	0.00015421975728454625	0.00033546655229960240	0.00000000000000000000	0.00009334846999868051	0.00000000000000000000	0.00000000000000000000	0.00018416829292781280	0.00032382249814011849	0.00000000000000000000	0.00000000000000000000	0.00007375387845935826	0.00000000000000000000	0.00000000000000000000
('DET', 'PART')	0.00008439102969241596	0.00005412249702778499	0.00039243323508926053	0.00018599644248026490	0.00005241613530209470	0.00000000000000000000	0.00010545372256952843	0.00038779653380753711	0.00022728711939004842	0.00000000000000000000	0.00018579102076203829	0.00005176696083549380	0.00054923711102035670	0.00060696048341612357
('INTJ', 'CCONJ')	0.00015802551680349456	0.00019304095402384618	0.00083982473373396972	0.00039804073359363848	0.00011217288174747176	0.00000000000000000000	0.00031030408555952454	0.00093363973303132151	0.00036480347634067927	0.00012517021218207822	0.00039760112189822847	0.00105244438294062868	0.00000000000000000000	0.00000000000000000000
('INTJ', 'SCONJ')	0.00003005858199196701	0.00002570329288075771	0.00000000000000000000	0.00000000000000000000	0.00009334846999868051	0.00000000000000000000	0.00003756073812308482	0.00023021036615976598	0.00008095562453502962	0.00000000000000000000	0.00000000000000000000	0.00014750775691871652	0.00000000000000000000	0.00000000000000000000
('PART', 'PROPN')	0.00016878205938483193	0.00009020416171297499	0.00054940652912496466	0.00018599644248026490	0.00005241613530209470	0.00000000000000000000	0.00007909029192714632	0.00022621464472106327	0.00011364355969502421	0.00000000000000000000	0.00018579102076203829	0.00010353392167098760	0.00009120905092756825	0.00013488010742580524
('SCONJ', 'PUNCT')	0.00005536980627862070	0.00009469417738405250	0.00068661174956252506	0.00016271219071790986	0.00008024509586268831	0.00038987949706059704	0.00002306308388192327	0.00067849925221372424	0.00034795920337682450	0.00010233485026969138	0.00065012994013830168	0.00058872364114269133	0.00044925748737592428	0.00175025817242043078
('DET', 'INTJ')	0.00009756935331763525	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00004040088497142451	0.00000000000000000000	0.00008128076766410844	0.00004981711281706969	0.00000000000000000000	0.00018032833838044533	0.00000000000000000000	0.00015960207809914164	0.00000000000000000000	0.00000000000000000000
('DET', 'SCONJ')	0.00000000000000000000	0.00000000000000000000	0.00011182218409986747	0.00000000000000000000	0.00001866969399973610	0.00000000000000000000	0.00000000000000000000	0.00009208414646390640	0.00048573374721017776	0.00000000000000000000	0.00026470181256474699	0.00000000000000000000	0.00001694975986681316	0.00064055856535476230
('INTJ', 'AUX')	0.00000000000000000000	0.00013905366888672697	0.00072594363846607108	0.00000000000000000000	0.00004040088497142451	0.00000000000000000000	0.00012192115149616263	0.00019926845126827874	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00015960207809914164	0.00000000000000000000	0.00000000000000000000
('ADP', 'INTJ')	0.00002788470736956640	0.00000000000000000000	0.00010373506248178602	0.00024582974703571701	0.00001731947814441540	0.00000000000000000000	0.00013937719236749638	0.00021356126165636628	0.00000000000000000000	0.00030922022798341147	0.00000000000000000000	0.00027367961918621286	0.00000000000000000000	0.00000000000000000000
('INTJ', 'NUM')	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00002196756192571753	0.00000000000000000000	0.00017678229556546311	0.00027087538095848016	0.00009525585664304614	0.00000000000000000000	0.00000000000000000000	0.00026034592088237203	0.00000000000000000000	0.00000000000000000000
('AUX', 'INTJ')	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00009680094249837517	0.00041530616999312141	0.00010431878002310999	0.00000000000000000000	0.00000000000000000000	0.00028511600029188145	0.00000000000000000000	0.00000000000000000000
('NUM', 'SCONJ')	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00030936901723956040	0.00032505045715017613	0.00019051171328609228	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000332396895476276	0.00184658620444513671
('DET', 'ADJ', 'NOUN')	0.07474923847613794414	0.11457995463470353747	0.08706236984452817018	0.08363406602900566589	0.13406662801630570003	0.09980915124751284229	0.07841448519853912169	0.09329364717938708196	0.11432945253809947972	0.12014111421661767543	0.11718592170992889190	0.10089817480507047576	0.15305109806414934903	0.15351140779678520976
('ADJ', 'NOUN', 'VERB')	0.03167152919137104089	0.03213289085898848180	0.02080433601174450781	0.01903732631399545142	0.03531930576470609928	0.03996264844871119659	0.02497731984412290482	0.02767711532988483339	0.03017303377853321200	0.04605068262136111784	0.03608221167767574483	0.03120235298056264067	0.05889089171389963462	0.03366788754139075912
('NOUN', 'VERB', 'DET')	0.00906219162760092158	0.01035323006065640671	0.00617950574606272555	0.00602035105656266445	0.00625911747728968848	0.01130650541475731324	0.01130091110214240246	0.00802890781786240286	0.01028965072842895345	0.00941480622481160635	0.00682636437145216820	0.00996301546549169942	0.01444562299176331208	0.01421838942314574729
('VERB', 'DET', 'NOUN')	0.05047880672400920782	0.04982491966690896085	0.03282004162908869899	0.03205430157142823838	0.03967546811153774972	0.06160096053557433116	0.06363104843022630852	0.03516887790641137074	0.04105918599846529460	0.02937010202740142351	0.03299409446201881368	0.03532341846856147660	0.03151740751204843566	0.03248793821166912066
('DET', 'NOUN', 'CCONJ')	0.03971860770386391459	0.03325343862469977430	0.03048556168057611065	0.02294241889122529063	0.03317561534665999790	0.02807132378836298472	0.03876904400551302310	0.02832734377992298866	0.02947711537177956018	0.02640239136958037400	0.02746798997084324775	0.02993433283040915216	0.01711688372751205001	0.01170116418640625156
('NOUN', 'CCONJ', 'DET')	0.01260585922943264700	0.01100030693944743267	0.01510545849037555136	0.00894917048948504212	0.01150943946373415329	0.00877228868386343251	0.01222343445741933335	0.00964034354186999939	0.01048848455892999534	0.01115449867939635915	0.01235246886262773326	0.01055173910663438977	0.01080993305531567639	0.00867262757345404513
('CCONJ', 'DET', 'ADJ')	0.00675511636599172589	0.01142643073767566839	0.01002453154361286625	0.00846103391733131309	0.01684000654604130356	0.00740771044415134382	0.00590414947377235731	0.00559761883076322509	0.00651180794890914450	0.00859612742265407521	0.01056461152724740352	0.00706468369371229549	0.00595482993884767584	0.00536876945023345622
('ADJ', 'NOUN', 'PUNCT')	0.03741153244225472324	0.05695854769650757904	0.04593432604573292888	0.04181703301450283294	0.05234272967271926674	0.04639566015021104328	0.04764833130005347722	0.05371452413358650257	0.04881370538800595266	0.05167909938619414528	0.05704890224713597691	0.05099252460974387779	0.04772016500076854684	0.06617549157522191472
('NOUN', 'PUNCT', 'ADV')	0.01642637586265747671	0.01751842281604971269	0.02650321353311346773	0.01578308249963725554	0.01251823495457937696	0.02319783007510552164	0.01969587363516247386	0.01317419381381647846	0.01053819301655525668	0.01606657149234154772	0.01235246886262773326	0.02327722704210333227	0.00731821366501553966	0.01378574133558114687
('PUNCT', 'ADV', 'DET')	0.00452186751275402386	0.00615512152996341294	0.00823934099475030074	0.00569492667512684451	0.00619033596655024169	0.00565325270737865662	0.00422054435039195906	0.00370347508499991153	0.00258483979651355326	0.00624242586645117406	0.00438837709593353689	0.00661181935437176425	0.00454808159034623006	0.00633239473617279447
('ADV', 'DET', 'PROPN')	0.00023675971282983589	0.00032055343521709793	0.00080738137233767558	0.00052181451594441274	0.00020832634323328782	0.00000000000000000000	0.00019723417811425269	0.00078575343591950658	0.00058451785539416305	0.00010939522544298461	0.00017374606788702075	0.00019364350020227049	0.00118116291036478912	0.00134544791700078742
('ADP', 'DET', 'ADJ')	0.02502715243793655897	0.04370136286274023396	0.03330066985378246636	0.03205430157142823838	0.05965649698134714574	0.03606385347810522196	0.02873660251687639583	0.03966393545232729800	0.05413251035390884147	0.06242425866451174060	0.05217292769609871428	0.04062193123884570017	0.07314224119760849574	0.09209504518477390489
('ADP', 'DET', 'NOUN')	0.19377586537307958658	0.19450184034684384060	0.20412967314493868365	0.17280034654242026892	0.20947409095698624193	0.17739517116257164098	0.21381785066931066619	0.19913953052472807559	0.23904797271987843210	0.23813319657757184289	0.19991495659252778161	0.21556342552609311647	0.20817967514438728838	0.22371839291522271909
('DET', 'NOUN', 'VERB')	0.14111917960211128875	0.11227572965169159425	0.08582646869531562750	0.08428491479187730229	0.10016880680688150518	0.11832842735789120270	0.11852118806920369787	0.07839493443286071894	0.09529111326762465528	0.10305119422157921205	0.10402079042212827864	0.11353308987267131391	0.08730859602154353305	0.06796508139196638654
('NOUN', 'VERB', 'AUX')	0.02903223509209012024	0.02525178063574733470	0.00693477867058150260	0.01985088726758500038	0.03458563631681866452	0.02241807108098432810	0.02022632456444670851	0.01585992002049580601	0.01188032137243729379	0.03817089915059488497	0.03543208173753744500	0.02110347821326877954	0.03451130103795903292	0.00544743273888156562
('VERB', 'AUX', 'PUNCT')	0.06987669552361933101	0.06033597335653878568	0.02444337828442589081	0.05743740332342217592	0.07039787624182414216	0.04834505763551403407	0.04416580563388306652	0.03581910635644952601	0.02674315020239022636	0.06569897387314185822	0.06728844880431422704	0.04669031338600882625	0.05143911501209666448	0.00586041500428413891
('NOUN', 'VERB', 'ADV')	0.00896990861713655406	0.01117391293131819556	0.00961256449387535086	0.01204070211312532890	0.00842573506558227242	0.00955204767798462778	0.00851027795242968732	0.01447465071389278379	0.01108498605043312275	0.00941480622481160635	0.00845168922179792212	0.01657483481986346194	0.01029302675709936263	0.01030489081290231201
('VERB', 'ADV', 'DET')	0.00782559928737839271	0.00856982305325675216	0.00775871277005653337	0.00667119981943430432	0.00623619030704320593	0.00994192717504522455	0.00675748357740351899	0.01079944643106844383	0.00845043779629430988	0.00521907736375426014	0.00503850703607183845	0.00810627167419551882	0.00572586473292635567	0.00822031366372741670
('ADV', 'DET', 'PRON')	0.00016610941883586210	0.00014204126607607876	0.00096125644938753506	0.00113898533502536890	0.00020634453221834138	0.00038987949706059704	0.00011531541940961636	0.00036752042828243396	0.00009941691525052128	0.00010233485026969138	0.00032506497006915084	0.00004528643393405318	0.00003469169786686674	0.00011799493297216388
('DET', 'PRON', 'PUNCT')	0.00096676882738849659	0.00025306850148718257	0.00080738137233767558	0.00052181451594441274	0.00028185328790386003	0.00104194600774174017	0.00049308544528563170	0.00021154900197832869	0.00015941396056204444	0.00000000000000000000	0.00017374606788702075	0.00053251962555624392	0.00004079369549140559	0.00002102262370313730
('PRON', 'PUNCT', 'PRON')	0.01570656838103540523	0.00675485132006241242	0.00590486104623771501	0.00813560953589549316	0.00726791296813491302	0.00857734893533313413	0.00768000693268044987	0.00200722695446560071	0.00149125372875781939	0.00634476071672086545	0.00682636437145216820	0.00828741740993173097	0.00078576695668453175	0.00033431897675446432
('PUNCT', 'PRON', 'ADV')	0.00968971609875862380	0.00855404069035940913	0.00913193626918158349	0.01285426306671487787	0.00813914543750124397	0.00604313220443925426	0.00553514013166158531	0.00398618310675563029	0.00278367362701459602	0.00747044406968747077	0.00845168922179792212	0.00842327671173389095	0.00585075484524707600	0.00405115936537762608
('PRON', 'ADV', 'VERB')	0.02369827708724965912	0.01977530071036963030	0.01901914546288194230	0.02082716041189246192	0.01787172920713301152	0.02105349284127223941	0.01951136896410708699	0.01520969157045765248	0.01237740594868990025	0.01187084263128419977	0.02275454790484056009	0.01906558868623638853	0.00206762519286525764	0.00499511882915493720
('ADV', 'VERB', 'PRON')	0.04176729053617288245	0.03904556580802431842	0.04195197789827027901	0.02896276994778795508	0.03481490801928349005	0.05516794883407447753	0.04624148318325616014	0.02578297158412152026	0.02763790243964491661	0.02394635496310778058	0.02633026257560121958	0.03260623243251829090	0.00617859139008896698	0.00835797441886160751
('ADP', 'DET', 'PROPN')	0.00078919904276611972	0.00113037263997608204	0.00455069500772144458	0.00104362903188882548	0.00106614069772329660	0.00000000000000000000	0.00155321915264973985	0.00852240265112695627	0.00600459251450367534	0.00284427586151759972	0.00156371461098318669	0.00058093050060681144	0.01527909322041736545	0.02377658740824829114
('DET', 'PROPN', 'ADP')	0.00061162925814374285	0.00043865206924444973	0.00139456782494689420	0.00034787634396294190	0.00042890717724500434	0.00000000000000000000	0.00041912262849278696	0.00226659644976780726	0.00175355356618248906	0.00021879045088596922	0.00052123820366106223	0.00029046525030340572	0.00463564721493245346	0.00584428938947217144
('PROPN', 'ADP', 'NOUN')	0.00108893952347954045	0.00110476540281394600	0.00185385172381881771	0.00211525847933282827	0.00114635851232411877	0.00194939748530298515	0.00186810979443578513	0.00426889112851134862	0.00228658905076198956	0.00163735760431506206	0.00130025988027660335	0.00158502518769186129	0.00430870887506484921	0.00326452647889653377
('ADP', 'NOUN', 'PUNCT')	0.01718309654846529241	0.01986999488775368500	0.02080433601174450781	0.02440682860768647947	0.01463899820237899753	0.01929903510449955395	0.02248650678487518900	0.04953044541160186998	0.01874008852472326334	0.02005763065285950941	0.01722844341366499415	0.02418295572078439648	0.01567891285093042306	0.01805322474474107403
('VERB', 'PRON', 'DET')	0.01936097559542437202	0.01695025775174539839	0.01338892911646923783	0.01187798992240741980	0.01651902616259055129	0.02066361334421164264	0.02320146238521481052	0.01356998504427448481	0.01700029250783913898	0.00972181077562068140	0.01170233892248943169	0.01281606080333704857	0.00578484061930002909	0.00652905295779306755
('PRON', 'DET', 'NOUN')	0.05055263313238070322	0.03972420741261002697	0.03433058747812624961	0.03433227224147897966	0.04325210666998900028	0.04892987688110492922	0.05170743406327197450	0.02979742549305272256	0.03479592033768245246	0.03356583088845876972	0.03185636706677678204	0.02961732779287077830	0.01939092452268516634	0.01492635902097873106
('NOUN', 'CCONJ', 'VERB')	0.02172342066331219013	0.01920713564606531601	0.00748406807023152282	0.01057629239666414006	0.02131080474410537023	0.02397758906922671865	0.02103353250031402347	0.01484217114217521727	0.01014052535555317117	0.00726577436914808798	0.00910181916193622369	0.01041587980483223153	0.00295226348847035976	0.00298920496862815173
('CCONJ', 'VERB', 'PUNCT')	0.01973010763728184208	0.01317827301928064035	0.00865130804448781612	0.00943730706163877116	0.01205969154964972936	0.02553710705746910573	0.01448361667784781558	0.00636093048950366492	0.00347959203376824525	0.00562841676483302571	0.00406331212586438610	0.01159332708711761396	0.00159234893208918355	0.00139627337350393911
('PRON', 'VERB', 'ADV')	0.01834586248031632588	0.02159027244356397091	0.02801375938215102182	0.03661024291152971399	0.01821563676083024635	0.03235999825602955265	0.01605190638181859877	0.02923200944954128591	0.02917886462602799907	0.01494088813937494153	0.01966643068918362547	0.02024303596852176923	0.00323673541097866703	0.00882995415075026394
('VERB', 'ADV', 'ADJ')	0.00409736566461793225	0.00666015714267835946	0.00865130804448781612	0.00781018515445967322	0.00461982480466619893	0.00565325270737865662	0.00389766117604503290	0.00893357348748070185	0.00770481093191539932	0.00562841676483302571	0.00422584461089896106	0.00480036199700963669	0.00243709177514738872	0.00298920496862815173
('ADV', 'ADJ', 'CCONJ')	0.00289768652858115022	0.00593416844940062357	0.00899461391926907779	0.01025086801522832013	0.00471153348565212828	0.00292409622795447750	0.00343639949840656746	0.00491911957854950042	0.00462288655914923959	0.00327471520863012412	0.00406331212586438610	0.00307947750751561607	0.00186294417545074405	0.00047197973188865550
('ADJ', 'CCONJ', 'VERB')	0.00322990536625287431	0.00594995081229796573	0.00295243052311885750	0.00244068286076864777	0.00350785704771180333	0.00448361421619686545	0.00452036444085696099	0.00330768385454190562	0.00203804676263568633	0.00143268790377567927	0.00325064970069150871	0.00181145735736212713	0.00070077229691070816	0.00060964048702284669
('CCONJ', 'VERB', 'ADJ')	0.00162418098417287386	0.00255674278936941779	0.00144188467408130254	0.00113898533502536890	0.00277418759982436770	0.00155951798824238816	0.00182198362667193841	0.00147008171312973585	0.00149125372875781939	0.00102334850269691371	0.00146279236531117896	0.00163031162162591433	0.00053598673204309120	0.00019665822162027313
('VERB', 'ADJ', 'ADP')	0.00179029040300873613	0.00399293781302754742	0.00247180229842509014	0.00178983409789700834	0.00231564419489472010	0.00077975899412119408	0.00168360512338039891	0.00432543273286249176	0.00392696815239559124	0.00184202730485444484	0.00227545479048405592	0.00140387945195564849	0.00105809678493943562	0.00127827844053177543
('ADJ', 'ADP', 'NOUN')	0.00252855448672367885	0.00397715545013020526	0.00302109169807511036	0.00536950229369102545	0.00384030101628579819	0.00311903597648477632	0.00279063314971271601	0.01125177926587759419	0.00551763879640393157	0.00440039856159672900	0.00357571467076065949	0.00217374882883455273	0.00315520992099153040	0.00224190372647111369
('ADP', 'NOUN', 'ADP')	0.00647826733459862247	0.00664437477978101730	0.00913193626918158349	0.00960001925235668199	0.00799011883089910738	0.00428867446766656706	0.00657297890634813212	0.03186119405186946946	0.01362011738932141641	0.01514555783991432432	0.01105220898235113013	0.00557023137388854093	0.02054442347675848601	0.02418896125929359542
('NOUN', 'ADP', 'PUNCT')	0.00884071240248643885	0.01455133859134940220	0.01476215261559428796	0.01578308249963725554	0.01346971251980839598	0.01423060164271179075	0.00950199055935238741	0.02114656002732773904	0.01849154623659695837	0.01268952143344173090	0.01284006631773145987	0.01018944763516196547	0.01410911352245470402	0.00784666304264889855
('ADV', 'VERB', 'DET')	0.01288270826082574955	0.01207350761646669435	0.00659147279580024007	0.00471865353081938558	0.00772645637306456062	0.01734963761919656663	0.01905010728646862328	0.00573897284164108425	0.00601472337265653804	0.00654943041726024824	0.00975194910207452526	0.00878556818320631698	0.00639888367154357093	0.01099319458857326778
('DET', 'NOUN', 'ADV')	0.03687629098156138679	0.04346462741928010243	0.03893088620019517082	0.04328144273096402178	0.05002708547782454274	0.04054746769430209175	0.03941481035420687368	0.03282240132583891246	0.03976676610020851710	0.03735222034843735384	0.03705740658788320152	0.05796663543558806808	0.02854432900485795455	0.02139641451228571634
('NOUN', 'ADV', 'CCONJ')	0.00520476179019034590	0.00426123798228236240	0.00144188467408130254	0.00178983409789700834	0.00523885840132122266	0.00506843346178776147	0.00505081537014119650	0.00186587294358774177	0.00139183681350729801	0.00194436215512413624	0.00130025988027660335	0.00751754803305282760	0.00184733291141065412	0.00029498733243040967
('ADV', 'CCONJ', 'VERB')	0.01170148572688184223	0.00714941039249596382	0.00123590114921254507	0.00146440971646118862	0.01013380924894521050	0.00916216818092402928	0.00975568448205354349	0.00197895615229002914	0.00178950447450938310	0.00153502275404537067	0.00178785733538032975	0.00760812090092093368	0.00045966499673598431	0.00019665822162027313
('CCONJ', 'VERB', 'PRON')	0.01871499452217379594	0.01802345842876466181	0.00631682809597523039	0.00715933639158803335	0.02023322774252069717	0.01013686692357552294	0.01792001617625438303	0.00899011509183184586	0.00556734725402919205	0.00542374706429364292	0.00666383188641759237	0.00557023137388854093	0.00125757404767391930	0.00155359995080015770
('VERB', 'PRON', 'PUNCT')	0.02310766582027770633	0.02129040754851447073	0.02361944418495086004	0.02310513108194319973	0.02652673597518010948	0.02280795057804492487	0.01699749282097745215	0.01843256301847284381	0.01700029250783913898	0.01197317748155389029	0.01462792365311178962	0.01354064374628190064	0.00239893090749383536	0.00261555434754963271
('PRON', 'PUNCT', 'SCONJ')	0.00671820316180597819	0.00386667890984881057	0.00377636462259388784	0.00732204858230594332	0.00340468478160263271	0.00428867446766656706	0.00428973360203772826	0.00127218609790073290	0.00094446069487995224	0.00388872431024827247	0.00357571467076065949	0.00226432169670265880	0.00066781518393718481	0.00041298226540257356
('PUNCT', 'SCONJ', 'PRON')	0.06027926243532507472	0.04245455619385020418	0.04353118492226408509	0.06768827133865050472	0.03948058716444265148	0.05204891285758970337	0.03690093421107723537	0.01758443895320568537	0.01202944674531307608	0.03223547783495278596	0.03640727664774489475	0.02930032275533240443	0.01150723618243969758	0.00566375678266386583
('SCONJ', 'PRON', 'ADP')	0.01171994232897471608	0.00768601073100559466	0.01146641621769416836	0.01171527773168950896	0.01149797587861091201	0.00994192717504522455	0.00659604199023005548	0.01088425883759515898	0.01118440296568364543	0.00654943041726024824	0.00650129940138301742	0.00715525656158040244	0.00233475126644013160	0.00466079985240047331
('PRON', 'ADP', 'DET')	0.03543667601831725078	0.03738841770380339768	0.03508586040264503186	0.03140345280855660198	0.04836486563495457497	0.04113228693989298690	0.03111210015671449225	0.02993877950393058346	0.03613804869356448957	0.03765922489924642541	0.03461941931236457021	0.03604800141150633214	0.01630509799742736743	0.02214371575444275264
('NOUN', 'VERB', 'PUNCT')	0.11073961255724140695	0.08400951770255191131	0.06886715848112126559	0.06947810543654750481	0.07510940972747626176	0.09766481401367956006	0.08773197108683612744	0.06592751067343353977	0.06124081979432111078	0.09793445170809464417	0.08695487949349785251	0.07666993265035203231	0.09929978138922601616	0.04218318853754858544
('VERB', 'PUNCT', 'CCONJ')	0.02043145851681103797	0.02482565683751909724	0.03350665337865122578	0.03807465262799090283	0.04461627329965470179	0.02904602253101447665	0.01565983395582590254	0.01000786397015243287	0.01178090445718677284	0.01309886083452049647	0.01365272874290433640	0.01028002050303007155	0.00434166598803837310	0.00521144287293723828
('PUNCT', 'CCONJ', 'PART')	0.00124298849235663852	0.00037116713551453443	0.00036699153288076165	0.00052181451594441274	0.00036763472335286088	0.00000000000000000000	0.00027119699490709743	0.00042309800395665738	0.00047824188168613341	0.00131274270531581529	0.00086873033943510379	0.00087139575091021732	0.00027813883289594718	0.00016818098962509843
('CCONJ', 'PART', 'PRON')	0.00064134826950002703	0.00002384439826887808	0.00010373506248178602	0.00000000000000000000	0.00003463895628883080	0.00000000000000000000	0.00010453289427562229	0.00004271225233127326	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00006841990479655322	0.00004455114015882870	0.00000000000000000000
('PART', 'PRON', 'VERB')	0.00090720356919347174	0.00014432665874075998	0.00007848664701785210	0.00018599644248026490	0.00010483227060418939	0.00066850737301225481	0.00036908802899334944	0.00009694913345188428	0.00028410889923756054	0.00000000000000000000	0.00000000000000000000	0.00010353392167098760	0.00008526063456272685	0.00004496003580860174
('PRON', 'VERB', 'PRON')	0.02762953333303173192	0.02869233574736790998	0.02849438760684478919	0.03807465262799090283	0.02500207915378903009	0.03177517901043865750	0.02783714224548138744	0.02948644666912143136	0.02982507457515638435	0.01668058059395969434	0.02600519760553206966	0.01933730728984070849	0.00185427125098402740	0.00827931113021349897
('PUNCT', 'PRON', 'VERB')	0.04691668252008460854	0.04357510395956149668	0.03934285324993268274	0.05646113017911472132	0.04012254793134415604	0.05711734631937746137	0.03747751130812531500	0.02482176431015207727	0.02336297508387250380	0.02159265340690488116	0.02177935299463310687	0.03749716729739602933	0.00363395535155429123	0.00503445047347899233
('VERB', 'PRON', 'ADP')	0.02510097884630805090	0.02712988182053104394	0.01922512898775070173	0.01415596059245815760	0.02526574161162357945	0.02690168529718119442	0.02638416796092022190	0.02767711532988483339	0.02162317906698837944	0.01760159424638691600	0.01787857335380329746	0.01788814140395100435	0.00808143101808660690	0.00926260223831486436
('PRON', 'ADP', 'PRON')	0.01314110069012597998	0.00565008591724846642	0.00556155517145645248	0.00602035105656266445	0.00788694656478993762	0.00487349371325746308	0.00876397187513084340	0.00539972321553422192	0.00651180794890914450	0.00573075161510271710	0.00406331212586438610	0.00303419107358156304	0.00216129277710579810	0.00167159488377232159
('ADP', 'PRON', 'PUNCT')	0.01181222533943908359	0.00675485132006241242	0.00563021634641270533	0.00667119981943430432	0.00855183450193792646	0.00721277069562104457	0.01070127092121239860	0.00511701519377850359	0.00511997113540184606	0.00787978347076623634	0.00828915673676334716	0.00674767865617392337	0.00077709403221781499	0.00090462781945325641
('PRON', 'VERB', 'ADP')	0.01138772349130299198	0.00991132389953082969	0.01126043269282541066	0.01252883868527905793	0.00905623224736053917	0.00974698742651492617	0.01250019146400241365	0.01676458569011410327	0.01357040893169615507	0.00787978347076623634	0.00747649431159046977	0.00892142748500847522	0.00176754200631686043	0.00912494148318067355
('VERB', 'ADP', 'DET')	0.01554045896219954405	0.02403653869265199444	0.02622856883328845631	0.02326784327266110883	0.02300741534234506530	0.01910409535596925557	0.02244038061711134402	0.03324646335847249168	0.03484562879530771207	0.02241133220906241230	0.01820363832387244737	0.02101290534540067520	0.00970673706314931391	0.05181944139694196622
('DET', 'NOUN', 'DET')	0.02026534909797517853	0.01368330863199558774	0.01077980446813164329	0.01008815582451041103	0.01692025164190399250	0.02163831208686313456	0.02029551381609247945	0.00859432386137384124	0.01183061291481203245	0.01074515927831759532	0.01105220898235113013	0.00996301546549169942	0.07666865228577550428	0.01278278440531775348
('NOUN', 'DET', 'NOUN')	0.03137622355788506623	0.01608222779239158393	0.01448750791576927828	0.01513223373676561567	0.02121909606311944002	0.02709662504571149280	0.02576146469610829381	0.01520969157045765248	0.01451486962657610839	0.01494088813937494153	0.01511552110821551449	0.01317835227480947460	0.09010474686961299218	0.01736492096907011826
