PoS-tag n-grams	1939_DWF	1939_DNS	1939_NWF	1939_NNS	1939_MVP	1939_OFL	1980_DWF	1980_NNS	1980_NWF	1980_DNS	1980_MVP	1980_OFL	2000_DEU	2000_NDL
('DET', 'PROPN')	0.00387588643950344909	0.00410341435330894167	0.01167239974256292605	0.00683391201015221342	0.00323273100475401486	0.00175445773677268655	0.00636541115141082275	0.01803677178801483746	0.01193002983006255513	0.00358171975943919830	0.00568863697621014002	0.00203788952703239318	0.03597008693326077949	0.04706031243373135636
('ADP', 'DET')	0.22325105891539867575	0.24197518794204883608	0.25123123916492789975	0.21233940888687236059	0.27416310180743624914	0.21852745810246462788	0.25025752320274941010	0.25604865530415421571	0.30794389498848967479	0.31150728422094053904	0.25956437860021697173	0.26646537726796887258	0.31049936883292406087	0.35172322936785849201
('VERB', 'AUX')	0.07713014014611864477	0.06950552619989454339	0.03261405810421993956	0.06801369572008632292	0.08037119529904396265	0.05282867185171089691	0.05016220744318311553	0.05023721546599116405	0.03603863177831396342	0.08166321051521371888	0.08484195718804837805	0.05561174087101729974	0.06098280109527170340	0.01797456145609296549
('AUX', 'PUNCT')	0.10616237523820876154	0.08992790378905519966	0.06783724085677747540	0.11682735293545927491	0.10584328144288589202	0.07271252620180133908	0.07043465817539366902	0.06731277998003655505	0.05845714616730651736	0.10202784571888230680	0.11019702485344214093	0.08183258611883409417	0.07849343559357269129	0.02257636384200735480
('VERB', 'ADV')	0.05197379149353196365	0.06286115142011351742	0.06797456320668998631	0.08200694412182656101	0.04886926338037718420	0.07388216469298312938	0.04732544812570655540	0.08192878470480720321	0.06650991630259873999	0.04052460070679778786	0.05054760284575295776	0.06385387184701497854	0.02749663972927857830	0.03471017611597820851
('DET', 'PRON')	0.00400508265415356387	0.00279347823282954889	0.00425699284728765521	0.00471865353081938558	0.00237296212051092605	0.00331397572501507471	0.00193729904608155477	0.00203549775664117272	0.00159067064400834055	0.00235370155620290159	0.00341318218572608410	0.00122273371621943591	0.00095749086112552209	0.00169126070593434894
('PRON', 'PUNCT')	0.05333958004840461120	0.05026682582803453786	0.04833746716920176573	0.05499672046265353248	0.05523155312377604070	0.05224385260612000176	0.04289733602037728438	0.03564948154339609571	0.03211166362591837825	0.03366816573872846025	0.04794708308519975148	0.04786776066829420695	0.00560791296017900884	0.00623406562536265793
('PUNCT', 'PRON')	0.16029558917660693962	0.14065241814111265062	0.12441404902072954186	0.15555285432632182108	0.13810180997968660166	0.14776432938596625877	0.11365487737011788216	0.07146858789984561477	0.05979927452318855446	0.09752511230701588207	0.10223293308674794022	0.12150350224506467622	0.04852327780638650973	0.02802379658088892042
('PRON', 'ADV')	0.10446436784566438816	0.13531797948181104041	0.15160387430340552251	0.18288850236693068863	0.12719994052748423430	0.13509324573149686377	0.09787972799488237063	0.13810286862766846250	0.12243193113101696889	0.09005466823732841131	0.13262650778821355457	0.13545172389675305680	0.03009331331461355397	0.03288125465490966681
('ADV', 'VERB')	0.13491776129890578617	0.12079820561625631559	0.11919579972405434931	0.10852903120884586918	0.11011919869385485005	0.15770625656101150414	0.13953165748563578497	0.09770389231877629754	0.09295481575923740525	0.08544959997519230299	0.11117221976364959068	0.12566985416699757994	0.03798740916421908254	0.05063949206722032775
('VERB', 'PRON')	0.14700683566973796190	0.15327830845898632317	0.14295256625891772373	0.14253587906888903758	0.14485386161727564769	0.16764818373605672175	0.15493779751876055051	0.15319947698942382175	0.14663994999451890333	0.09363638799676761437	0.11572312934461770340	0.12118649720752630583	0.03514442452402935513	0.04116056578512316405
('PROPN', 'ADP')	0.00891453881085793251	0.01047948896383514399	0.01146641621769416836	0.01187798992240741980	0.01298824194463226583	0.00487349371325746308	0.01259244379953010709	0.02386055703618263774	0.01898863081284956483	0.01187084263128419977	0.01446539116807721292	0.00815155810812957272	0.03253907801422765977	0.04080658098620667390
('ADP', 'NOUN')	0.06291855653460598496	0.06822715480520982756	0.06969109258059628942	0.07712557840028927414	0.05962210622597741844	0.06257565927822582308	0.07061916284644906283	0.16719352406633189445	0.07749548543778134180	0.08411924692168630535	0.07671533293631960237	0.06661634431699221814	0.10529797595040728264	0.08908617439398372473
('PRON', 'DET')	0.06232794526763403564	0.05266574498843053231	0.04929872361858930047	0.05239332541116697300	0.05923234433178722197	0.06004144254733194408	0.06224726339731091046	0.04283026529599134186	0.04642769942199344302	0.04492499926839451513	0.04290857604912791390	0.04198052425686729650	0.02886696179501981735	0.02178973095552626249
('CCONJ', 'VERB')	0.07764692500471910563	0.07247261042459485214	0.03357531455360747430	0.03791194043727299373	0.07553356237703619247	0.07212770695621044392	0.06905087314247827790	0.04365011855908292743	0.02987478303278164743	0.02619772166904099295	0.03429435434229541335	0.04188995138899918869	0.01006059238139135441	0.01052121485668461309
('VERB', 'PUNCT')	0.32677414005432653399	0.25598992619488858402	0.30355105448159230841	0.29255651891080192151	0.21948180076957579665	0.29572359852046281592	0.27013790150896727082	0.23662661420953634561	0.23188995482184091013	0.23383513286624479921	0.27175431497781010748	0.25527962808625775937	0.18987980451961508632	0.14887027376654676791
('PRON', 'VERB')	0.19124731088635590903	0.14619202751807972018	0.14391382270830524459	0.17833256102682920607	0.11927860320732455723	0.17271661719784447975	0.16870645859626873242	0.14864787783915675567	0.14663994999451890333	0.10059515781510662558	0.13538956003380134274	0.12073363286818576678	0.01861209590557400678	0.05767985640122610946
('ADV', 'ADJ')	0.03156078957881380126	0.05998876137279725990	0.08987747801773453282	0.10023070948223246346	0.04875462752914477144	0.04600578065315044651	0.03203462351199142660	0.08311615839618122226	0.07898673916653915772	0.05137209483538507371	0.06761351377438337695	0.05411728855119354864	0.04570457735470358912	0.03185863190248424542
('ADJ', 'CCONJ')	0.01304881767966161246	0.02283707911245399722	0.02272684891051958075	0.02131529698404618922	0.01521217745854105616	0.01052674642063611971	0.01462199518113935399	0.01775406376625911914	0.01635408255871075023	0.01586190179180216320	0.01657831347352669432	0.01272548793546894250	0.01008314198500481935	0.00871195921777809940
('VERB', 'ADJ')	0.01109241785781701385	0.01554562745388195222	0.01235901149212545111	0.01562037030891934644	0.01021405434480789770	0.01228120415740880690	0.01210811903800971742	0.01919587467721328364	0.01595641489770866644	0.01156383808047512472	0.01007701407214367691	0.01023473406909601764	0.00799296718852609764	0.00676504282373739576
('ADJ', 'ADP')	0.01297499127129011880	0.03153316106888948145	0.04291323434765781375	0.04230516958665656024	0.02868188997834945214	0.01540024013389358279	0.01464505826502127822	0.05526941825324295510	0.04871428847275543345	0.02241133220906241230	0.02210441796470226025	0.01566910614118240119	0.01930939903269802971	0.01897751838635635541
('NOUN', 'ADP')	0.10802649204958898743	0.12734788621865328340	0.15448764365156814060	0.13505111829586519123	0.15325666951261143756	0.11637902987258820497	0.13436552669608498034	0.22888041441342965587	0.22418514388992549780	0.21459618101554281400	0.17293456407678825526	0.11982790418950470257	0.26126317663537346192	0.30798644087950977077
('ADP', 'PUNCT')	0.02541474108188690115	0.04600558784575217719	0.05231981531666440866	0.06069164713778037873	0.03591541219111463873	0.03840313046046880952	0.02331677780462442645	0.06488149099293738509	0.05055350140489007355	0.03591953244466167261	0.03429435434229541335	0.03917276535295599604	0.02534401987663949946	0.01685360959285740756
('NOUN', 'ADV')	0.05584967793303541317	0.06587558273350585525	0.06200104098549601150	0.06687471038506094534	0.07631308616541658540	0.06705927349442268592	0.05980257650582704310	0.06940481934102887829	0.06193673820107475914	0.06191258441316328104	0.05656130479203225203	0.08980299849122745648	0.05456657157479469916	0.04000028227756355359
('ADV', 'CCONJ')	0.02008078307704644003	0.01630318087295437243	0.01359491264133799553	0.01301697525743278870	0.01803221939885838940	0.01442554139124208913	0.01796614234401822802	0.01475735873564850212	0.01287449052494250672	0.01309886083452049647	0.01170233892248943169	0.02585855377634436320	0.00822887073402079131	0.00141593919566596646
('PUNCT', 'SCONJ')	0.08584165633395496320	0.06115665622720057454	0.07532130892700900082	0.10804089463669214188	0.05577034162456837724	0.07368722494445283100	0.05911068398936934754	0.02999532110828172574	0.01933659001622638901	0.05802386010291501334	0.06013701946279290805	0.04990565019532660490	0.04140454140410545353	0.01897751838635635541
('SCONJ', 'PRON')	0.08656146381557702774	0.06421843462928493451	0.08548316282053436410	0.11796633827048463861	0.06457437499921761526	0.08031517639448298995	0.05772689895645394947	0.07322137763473107741	0.07386676803113731427	0.04533433866947327723	0.05899929206755088335	0.04714317772534935835	0.01399636550438738622	0.02639153334144065527
('PRON', 'ADP')	0.08107985299399357582	0.07532921810901377357	0.07545863127692149785	0.07549845649311016926	0.08536931841277713151	0.07173782745914984715	0.06621411382500171083	0.08520819775717353162	0.07501006255651830601	0.07183906488932334522	0.06566312395396847745	0.06163483658424637190	0.03303690387861719924	0.04068858605323451283
('PUNCT', 'CCONJ')	0.05070028594912368708	0.09415757704554288121	0.10505159768306633616	0.12935619162073833111	0.17127742532634659955	0.08167975463419507864	0.05258383125078505693	0.04178424561549518718	0.04359431733735358305	0.04932539782999124239	0.04680935568995772678	0.04329383084095483891	0.01643519186442811766	0.01854487029879175672
('CCONJ', 'PART')	0.00463260712531126523	0.00261987224095878600	0.00267778582329384783	0.00227797067005073781	0.00153612040651431915	0.00097469874265149257	0.00145297428456116619	0.00248783059145032221	0.00203804676263568633	0.00327471520863012412	0.00357571467076065949	0.00335119611111993516	0.00125410487788723277	0.00055064302053676475
('PART', 'PRON')	0.00286077332439540295	0.00044190616112557837	0.00116723997425629265	0.00178983409789700834	0.00041268906443668276	0.00116963849118179117	0.00113009111021424025	0.00132872770225187669	0.00144154527113255870	0.00010233485026969138	0.00081266242517287718	0.00122273371621943591	0.00033477488441526404	0.00045231390972662821
('ADP', 'PRON')	0.05289662159817564574	0.03085451946430377637	0.03014225580579485073	0.03026446747353123135	0.04256429156259453062	0.02378264932069641679	0.04098310005817765167	0.03771325010221283913	0.04140714520184211878	0.03458917939115568191	0.03413182185726083839	0.02536040300306978065	0.02716880318443668993	0.01655862226042699795
('VERB', 'ADP')	0.04014310955200001141	0.04682627071641396604	0.04957336831841430841	0.04881365721537295893	0.04124597927342179421	0.03918288945459000305	0.04940112567507964902	0.08167434748522706123	0.06004781681131485943	0.03960358705437055926	0.03396928937222626343	0.03894633318328573346	0.02350189071990887307	0.09069877181126996535
('NOUN', 'DET')	0.03683937777737564256	0.02141666645169320801	0.02149094776130703460	0.02131529698404618922	0.02989703000141301706	0.03703855222075671388	0.03231138051857450344	0.02134445564255674221	0.02271676513474411505	0.02005763065285950941	0.02064162559939107869	0.01847686504509369818	0.13364629686231743744	0.02725682951656985611
('PUNCT', 'NOUN')	0.03340644978810115850	0.03626786993809211213	0.03302602515395745147	0.02961361871065959495	0.03166242211039216325	0.03197011875896895589	0.04135210940028842541	0.04008799748496087723	0.02057930145685790690	0.04298063711327038128	0.03835766646815980119	0.05615517807822593965	0.02687045458278163393	0.03337290020896035297
('NOUN', 'AUX')	0.05250903295422530009	0.05255526844814913806	0.06007852808672094203	0.05223061322044906390	0.05170076890581775525	0.04678553964727164005	0.05046202753364811833	0.05908597654694515422	0.06233440586207684986	0.06559663902287217463	0.06712591631927965208	0.08020227449720818136	0.07737983209204626900	0.09069877181126996535
('AUX', 'PRON')	0.07329116691080093948	0.10217501739739265343	0.09591966141388474920	0.10055613386366829554	0.09276333081726768903	0.09103686256364940110	0.08125124451601568876	0.08280517957224993453	0.07496035409889305334	0.07286241339202026435	0.11751098667999804182	0.09709411435461001716	0.02739603380546466738	0.02171106766687815395
('PRON', 'AUX')	0.08942223713997243806	0.09644601966565748141	0.10793536703122894038	0.11926803579622792528	0.08761618109693239398	0.09357107929454328010	0.08196620011635530334	0.09920224483408160432	0.09121501974235328436	0.06037756165911790929	0.11734845419496346686	0.08504792292815187282	0.01480988581936541239	0.04696198332292122329
('AUX', 'DET')	0.03324034036926529212	0.03219602031057785391	0.02464936180929465023	0.02928819432922377328	0.03152485908891326793	0.03002072127366597204	0.03417949031301029117	0.02770538613206040626	0.02992449149040690703	0.03878490825221302812	0.03705740658788320152	0.03450826265774852020	0.04386418278286630806	0.05288139579369144361
('VERB', 'NOUN')	0.01799518704055172794	0.01065309495570590688	0.01174106091751917803	0.00862374610804922219	0.01129163134639257077	0.01754457736772686502	0.01697442973709552966	0.02453905628839635894	0.01237740594868990025	0.01381520478640833535	0.01088967649731655343	0.01123103561564518793	0.01181772687834815524	0.01374640969125709086
('ADV', 'PUNCT')	0.05784299095906576121	0.08604544251630903695	0.06564008325817739797	0.07598659306526389656	0.07838799507272324607	0.08791782658716462695	0.06886636847142288409	0.05498671023148723330	0.04786924469312599933	0.06140091016181482841	0.08549208712818667788	0.11946561271803228521	0.01883065360213526801	0.01120951863235556886
('SCONJ', 'DET')	0.02327377523911356924	0.01683978121146400414	0.02341346066008210408	0.02424411641696856690	0.01731001353609419244	0.01715469787066626825	0.02015713531280094103	0.01554894119656451482	0.02216997210086624551	0.01934128670097166880	0.02177935299463310687	0.01630311621625914545	0.01983844742516774687	0.03376621665220089913
('NOUN', 'NOUN')	0.01574348158522115293	0.01483542112350155935	0.02595392413346344837	0.02635937489630139560	0.02480719820669393186	0.03197011875896895589	0.02836759317476562556	0.04495057545915923103	0.03106778601578790225	0.01852260789881413766	0.01950389820414905051	0.01566910614118240119	0.03827014650183404448	0.03789603930622663375
('CCONJ', 'NOUN')	0.03552895902878161483	0.03895087163064026720	0.03350665337865122578	0.02814920899419840611	0.03222413778143098234	0.01617999912801477633	0.04151355098746188632	0.03895716539793800393	0.02550043876175870847	0.04379931591542791242	0.04079565374367843250	0.02526983013520167284	0.04235509392565760256	0.02464127516902022211
('ADP', 'CCONJ')	0.00906219162760092158	0.01158425436664908999	0.00920059744413783548	0.00715933639158803335	0.01122284983565312311	0.00682289119856044780	0.00629622189976505355	0.01303283980293861929	0.00924577311829847918	0.00593542131564209988	0.00633876691634844159	0.00715525656158040244	0.00131654993404759293	0.00206491132701286774
('PART', 'CCONJ')	0.00098649880345764952	0.00060736440356923813	0.00095417798548998016	0.00139150537585176759	0.00077203291904100776	0.00000000000000000000	0.00041912262849278696	0.00123907272587306795	0.00122217369764234104	0.00109395225442984615	0.00121622247520914513	0.00125868275131475814	0.00047839879258102918	0.00018920361332823576
('NOUN', 'PROPN')	0.00802862191040000159	0.01317827301928064035	0.00631682809597523039	0.00667119981943430432	0.03316415176153676009	0.01247614390593910529	0.01420685967126473527	0.01501179595522864930	0.01014052535555317117	0.01054048957777821253	0.01999149565925277885	0.00941957825828306124	0.04785719720734266797	0.04442509226401970129
('PROPN', 'PROPN')	0.00662592015134161067	0.02088006611318357630	0.00954390331891909888	0.01464409716461188664	0.01882320677236203055	0.01579011963095417956	0.00802595319090929939	0.04144499598938831963	0.02038046762635686501	0.02773274442308636123	0.03039357470146560394	0.00393991975226262638	0.04269333797985955942	0.14328518027253100975
('PROPN', 'CCONJ')	0.00847158036062896705	0.00844356415007801488	0.00672879514571274578	0.00536950229369102545	0.00988161037623390415	0.00292409622795447750	0.01028613541133777988	0.01594473242702252117	0.01083644376230681952	0.01514555783991432432	0.01316513128780060979	0.00878556818320631698	0.02088613670074712311	0.02601788272036213365
('PUNCT', 'DET')	0.03691320418574713796	0.04568994058780533746	0.04099072144888274427	0.03774922824655508463	0.03923985187685458814	0.03703855222075671388	0.04289733602037728438	0.02776192773641155201	0.02261734821949359237	0.04062693555706747839	0.04047058877360928258	0.05411728855119354864	0.03235694660042660875	0.03056068763979044589
('PRON', 'PRON')	0.08742892411394208307	0.07630772460864897189	0.06989707610546505578	0.07614930525598180566	0.07799823317853304960	0.07914553790330119964	0.07237195722147522770	0.05083090231167817358	0.04573178101523979466	0.05413513579266673870	0.06761351377438337695	0.05588345947462162316	0.01323661732110300616	0.01644062732745483341
('PRON', 'ADJ')	0.02467647699817196102	0.03704120572006187190	0.03845025797550140345	0.03856278920014463707	0.02565550350581377939	0.02202819158392373133	0.02583065394775406476	0.03929641502404486453	0.04344519196447780424	0.03090512478144679526	0.03396928937222626343	0.02219035262768605590	0.01726605802833957801	0.01706993363663970864
('ADJ', 'VERB')	0.02650368060536644269	0.03652038774444957975	0.04202063907322653447	0.04800009626178340649	0.02817749223292683944	0.02787638403983268634	0.02333984088850635241	0.04133191278068603508	0.04458848648985879598	0.04083160525760685944	0.04404630344436993861	0.02712657392649785518	0.02462763631568869876	0.02405130050415940288
('VERB', 'CCONJ')	0.05647720240419311366	0.04223360311328741568	0.03796962975080763608	0.03091531623640287121	0.03235023721778663292	0.02943590202807507689	0.04365841778848075089	0.03867445737618228213	0.03131632830391420375	0.03162146873333463587	0.04209591362395503911	0.03948977039049437338	0.01703882740731160056	0.01189782240802652463
('CCONJ', 'PRON')	0.03074869908672736227	0.03863522437269342052	0.05403634469057071871	0.06541030066859976344	0.05637791163610016143	0.03333469699868104458	0.03936868418644302176	0.04704261482015154733	0.04339548350685254463	0.02998411112901957359	0.04079565374367843250	0.03582156924183606261	0.00541017028233786810	0.00991157436966176586
('NOUN', 'ADJ')	0.02172342066331219013	0.02839247085231840981	0.03529184392751378435	0.02701022365917303547	0.02411938309929945873	0.02807132378836298472	0.02094128016478633003	0.03867445737618228213	0.03822580391382543463	0.03151913388306494535	0.03088117215656933229	0.02345837277783954788	0.05710600385864934153	0.02206505246579464410
('ADJ', 'PUNCT')	0.02916143130674023545	0.06290849850880554650	0.07072101020494007961	0.06573572505003558164	0.04694338107967266360	0.04327662417372626913	0.03826165616011070747	0.05411031536404450892	0.05095116906589215733	0.04543667351974296775	0.05964942200768918318	0.06045738930196099120	0.02950528903577016512	0.02517225236739496080
('AUX', 'AUX')	0.00321144876416000090	0.00331429620844183757	0.00514958812171893796	0.00504407791225520551	0.00580057407236004088	0.00136457823971208956	0.00110702802633231710	0.00330768385454190562	0.00407609352527137266	0.00583308646537240849	0.00552610449117556506	0.00235489456457076531	0.00698864253528030509	0.00973458197020351905
('INTJ', 'PUNCT')	0.01120290919166821997	0.04389334508953363079	0.05541157279460359047	0.05021903946967152393	0.04374126490959802382	0.05860581303407433329	0.01660896130470072840	0.03170236663876615374	0.02420607821504015822	0.01403748644125514360	0.04830566539812995025	0.04866094318536417357	0.00000000000000000000	0.00000000000000000000
('PUNCT', 'VERB')	0.06421051868110713712	0.08192624580010275659	0.07635122655135279102	0.10185783138941156833	0.08697422033003089636	0.08012023664595269157	0.06536077972137055436	0.08286172117660108027	0.06576428943821982509	0.05065575088349723309	0.04583416077975027009	0.07372631444463857708	0.04513389892479362925	0.02991171550844354265
('AUX', 'CCONJ')	0.00762257666435678383	0.00746505765044280616	0.00823934099475030074	0.00911188268020295122	0.00801304600114558993	0.00292409622795447750	0.00505081537014119650	0.00856605305919826837	0.00730714327091331467	0.00951714107508129861	0.01088967649731655343	0.00683825152404202944	0.00417514583827741266	0.00200591386052678591
('PUNCT', 'INTJ')	0.01046448768185957896	0.02974933253293915100	0.03767359056856901117	0.03664129916861218195	0.04074044116355310385	0.04768685927487417708	0.01355080335018440420	0.02271841360555821449	0.02091041498388445177	0.01286769590448388206	0.00780322287200560863	0.03478739768145183708	0.00000000000000000000	0.00000000000000000000
('INTJ', 'INTJ')	0.00046415066330828778	0.00315714565995412443	0.00298249258667838014	0.00223195730976317877	0.00311876005047463439	0.00378820844706944391	0.00044817832092049583	0.00258531022538358067	0.00170465339542536301	0.00163770675147976649	0.00241528326990649803	0.00398605598433302271	0.00000000000000000000	0.00000000000000000000
('PUNCT', 'PROPN')	0.00920984444434391064	0.03004961895653932707	0.02293283243538833671	0.01545765811820143561	0.02217057362834845904	0.00818746943827253736	0.01137010035378817341	0.02699861607767111218	0.01625466564346023102	0.03458917939115568191	0.03250649700691508881	0.01983545806311529103	0.03037605065222851938	0.06409091442604701594
('PROPN', 'VERB')	0.02532245807142253363	0.02899220064241741016	0.02224622068582580992	0.02505767737055811586	0.02034786359375310993	0.00935710792945432940	0.03344147162878874369	0.04022935149583873465	0.03708250938844444289	0.01668058059395969434	0.02145428802456395695	0.02558683517274004671	0.05281117166273124192	0.04210452524890047343
('PUNCT', 'AUX')	0.01494984769522758952	0.02495191574069783452	0.01400687969107551091	0.02277970670050737806	0.02191837475563715096	0.01423060164271179075	0.01372253490974434734	0.02058114398381630239	0.01819329549084539380	0.02374168526256839953	0.02291708038987513504	0.02721714679436595952	0.02239349097306248329	0.01785656652312080095
('ADJ', 'ADJ')	0.01120315747037425522	0.02810838832016625266	0.03309468632891370693	0.02831192118491631521	0.02859018129736352193	0.02183325183539343295	0.01169298352813509870	0.03748708368480826308	0.04354460887972832345	0.03295182178684062657	0.02584266512049749470	0.02246207123129037586	0.03201870254622465883	0.03766004944028230467
('CCONJ', 'ADV')	0.02002541327076782021	0.03473698073704992867	0.04936738479354554898	0.04344415492168193088	0.04514359821532380052	0.02495228781187821057	0.02786020532936331340	0.03624316838908310523	0.03772871933757283164	0.03796622945005550392	0.04583416077975027009	0.04795833353616231476	0.01339446454639724865	0.00965591868155541051
('ADV', 'AUX')	0.04047532838967173030	0.04408013957227643886	0.06021585043663344600	0.05076620350398787507	0.04026011095282305136	0.04464120241343835782	0.04515751824080576488	0.03966393545232729800	0.03509417108343401703	0.04246896286192192171	0.05737396721720512682	0.06045738930196099120	0.02268837040493084864	0.02652919409657484434
('ADV', 'ADV')	0.05608961376024277495	0.09428383594872161155	0.14185398745961766420	0.17003423930021580035	0.09778438110124733351	0.09045204331805850595	0.05731176344657933075	0.13900753429728676669	0.12844665450367351300	0.07797915590550483222	0.11035955733847671589	0.14527888006044259450	0.04236897060480435129	0.03919398356892043328
('ADV', 'ADP')	0.04564317697567633197	0.07697058385033735128	0.08912220509321575057	0.11015615311602497406	0.07549917162166645823	0.06238071952969552469	0.04732544812570655540	0.10779656869545543862	0.08927638989496811117	0.07286241339202026435	0.07330215075059351437	0.07993055589360385793	0.05119106937234856741	0.04593936057049580191
('ADP', 'PROPN')	0.02929062752139035067	0.02230047877394436551	0.02066701366183200383	0.02635937489630139560	0.01908686923019657644	0.00545831295884835824	0.03307246228667796994	0.05088744391602931932	0.04548323872711348970	0.03356583088845876972	0.04014552380354013267	0.01408408095349053882	0.07479530060096468980	0.10159363728903310353
('DET', 'ADV')	0.00123659234022252909	0.00067864160458570963	0.00453163754711266575	0.00781018515445967322	0.00072220586276419490	0.00136457823971208956	0.00115315419409616361	0.00452332834809149494	0.00472230347439976141	0.00071634395188783964	0.00048759745510372628	0.00122273371621943591	0.00991835642013720077	0.00334318976754464318
('ADV', 'NOUN')	0.01122161407246712907	0.01393582643835306056	0.02066701366183200383	0.02033902383973873115	0.01177310192156870092	0.01442554139124208913	0.01305370547716857253	0.02558507596889251709	0.01883950543997378255	0.01985296095232012836	0.02990597724636187907	0.01603139761265482549	0.01218892804552362992	0.01368741222477101033
('ADV', 'PART')	0.01854888510333793650	0.02430483886190680856	0.02334479948512585210	0.02928819432922377328	0.02377547554560222390	0.02670674554865089603	0.01413767041961896606	0.03030629993221301693	0.03236020591404467628	0.01545256239072339763	0.03153130209670763212	0.02966261422680483220	0.01150376701265301213	0.01195681987451260690
('PART', 'PUNCT')	0.01197833475827494477	0.01384113226096900760	0.01325160676655673386	0.01431867278317606670	0.01434094498917472607	0.01384072214565119398	0.00592721255765428067	0.00932936471793870820	0.01277507360969198577	0.00828912287184500191	0.01690337844359584424	0.01589553831085266378	0.00230699790814663849	0.00202557968268881304
('ADV', 'SCONJ')	0.00280540351811678227	0.00156245392683686626	0.00981854801874410855	0.01073900458738205090	0.00168514701311645466	0.00175445773677268655	0.00479712144744004042	0.01187373691374017486	0.01183061291481203245	0.00286537580755135855	0.00325064970069150871	0.00144916588588970175	0.00150041593274198668	0.00702069851184375111
('VERB', 'PART')	0.00793633889993563407	0.00672328659426772810	0.01338892911646923783	0.00878645829876713129	0.00489495084762398697	0.00701783094709074618	0.00634234806752889940	0.01119523766152645018	0.01332186664356985184	0.00532141221402395153	0.00568863697621014002	0.00511736703454800882	0.00472327466457390672	0.00595874411509427545
('PART', 'VERB')	0.03942330207037793993	0.03962951323522597574	0.05939191633715841523	0.05109162788542369327	0.03288902571857896945	0.03762337146634761598	0.03238056977022027438	0.05744627002076198308	0.06243382277732736907	0.03223547783495278596	0.04859721302533805132	0.03192693592350748927	0.03109416879807266193	0.04348113280024239191
('PROPN', 'DET')	0.00985582551759448498	0.00866451723064080512	0.00617950574606272555	0.00650848762871639435	0.01199091003891028344	0.00233927698236358235	0.00966343214652585006	0.00932936471793870820	0.01004110844030265022	0.00706110466860870520	0.00942688413200537534	0.00579666354355880698	0.01451500638749704530	0.01697160452582957210
